"PREPRINT_DOI","ARTICLE_DOI","AUTHOR_AGE"
"10.1101/144337","10.1098/rsos.171085",21
"10.1101/096644","10.1534/g3.116.038885",21
"10.1101/107383","10.1038/oncsis.2017.15",21
"10.1101/020792","10.1186/s12862-017-0890-6",21
"10.1101/073213","10.1111/nph.14443",21
"10.1101/117374","10.1186/s12864-017-3916-y",21
"10.1101/088617","10.1111/jmi.12559",21
"10.1101/039768","10.1016/j.tpb.2017.06.001",21
"10.1101/163964","10.3389/fgene.2017.00156",21
"10.1101/055368","10.1093/gbe/evx027",21
"10.1101/140483","10.1073/pnas.1707471114",21
"10.1101/104711","10.1371/journal.pone.0181585",21
"10.1101/074492","10.1111/nrm.12120",21
"10.1101/182410","10.1186/s13062-017-0202-5",21
"10.1101/065284","10.1038/s41598-017-03073-5",21
"10.1101/088351","10.1186/s12915-017-0367-5",21
"10.1101/080044","10.1038/srep45494",21
"10.1101/091041","10.1098/rspb.2017.0228",21
"10.1101/073262","10.1093/beheco/arx068",21
"10.1101/208587","10.1186/s12974-017-1015-2",21
"10.1101/096172","10.1371/journal.pone.0175316",21
"10.1101/083691","10.7554/elife.26117",21
"10.1101/160226","10.1111/jeb.13186",21
"10.1101/065730","10.1038/cti.2016.89",21
"10.1101/047266","10.1038/ncomms14061",21
"10.1101/126755","10.7554/elife.27469",21
"10.1101/177444","10.15252/embj.201798004",21
"10.1101/102491","10.1371/journal.pcbi.1005719",21
"10.1101/154229","10.1073/pnas.1709035114",21
"10.1101/086066","10.1016/j.neulet.2017.02.064",21
"10.1101/086637","10.1371/journal.pcbi.1005667",21
"10.1101/069500","10.1093/bioinformatics/btx077",21
"10.1101/054262","10.1038/nn.4500",21
"10.1101/160119","10.1001/jamapsychiatry.2017.3485",21
"10.1101/154609","10.12688/wellcomeopenres.12600.1",21
"10.1101/111898","10.1016/j.neuropsychologia.2017.07.024",21
"10.1101/104299","10.18632/aging.101223",21
"10.1101/093955","10.1111/jen.12393",21
"10.1101/002360","10.1016/j.chemolab.2017.06.008",21
"10.1101/065748","10.1038/cti.2016.90",21
"10.1101/144691","10.1002/ece3.3544",21
"10.1101/103499","10.1038/nature23884",21
"10.1101/072538","10.1016/j.neulet.2017.05.051",21
"10.1101/072462","10.1016/j.mbs.2016.11.003",21
"10.1101/088096","10.1002/ece3.3144",21
"10.1101/093070","10.1093/sysbio/syx058",21
"10.1101/079707","10.1093/ije/dyx206",21
"10.1101/093229","10.1016/j.tpb.2017.03.003",21
"10.1101/097220","10.1534/g3.116.038091",21
"10.1101/093344","10.7717/peerj.3265",21
"10.1101/039636","10.1016/j.cels.2016.11.013",21
"10.1101/065862","10.1089/brain.2016.0475",21
"10.1101/088849","10.1016/j.bbrc.2017.08.010",21
"10.1101/119545","10.1093/bioinformatics/btx610",21
"10.1101/054478","10.1038/srep46708",21
"10.1101/084103","10.1016/j.neuroimage.2017.03.023",21
"10.1101/070573","10.1111/2041-210x.12721",21
"10.1101/195099","10.1038/s41598-017-17301-5",21
"10.1101/098418","10.1142/s0129183117500747",21
"10.1101/056291","10.1093/molbev/msw228",21
"10.1101/097931","10.1534/g3.117.039016",21
"10.1101/071977","10.1007/s11571-017-9428-2",21
"10.1101/095216","10.1016/j.biocon.2017.07.001",21
"10.1101/094888","10.1038/ng.3864",21
"10.1101/058305","10.1098/rsob.160267",21
"10.1101/198051","10.1186/s12916-017-0985-3",21
"10.1101/180810","10.1074/jbc.m117.815910",21
"10.1101/179598","10.1534/g3.117.300447",21
"10.1101/114470","10.1534/g3.117.300271",21
"10.1101/047696","10.1111/ecog.02539",21
"10.1101/080325","10.1038/srep43704",21
"10.1101/152272","10.1002/2211-5463.12269",21
"10.1101/106468","10.1038/s41467-017-00443-5",21
"10.1101/105320","10.1111/oik.04171",21
"10.1101/194134","10.1016/j.nlm.2017.09.009",21
"10.1101/096289","10.1038/nature24995",21
"10.1101/146753","10.7554/elife.28935",21
"10.1101/108936","10.3847/1538-4357/aa6c57",21
"10.1101/176388","10.7554/elife.30918",21
"10.1101/088260","10.1534/genetics.116.198424",21
"10.1101/157164","10.1038/s41598-017-17813-0",21
"10.1101/089094","10.1107/s1600576717003636",21
"10.1101/054734","10.1016/j.pbiomolbio.2016.08.006",21
"10.1101/098129","10.1038/ncomms14545",21
"10.1101/082677","10.1534/genetics.116.198911",21
"10.1101/113605","10.1016/j.tpb.2017.08.003",21
"10.1101/127555","10.1002/jwmg.21261",21
"10.1101/136887","10.1152/jn.00240.2017",21
"10.1101/083659","10.15252/embr.201643587",21
"10.1101/128363","10.1103/physreve.96.022412",21
"10.1101/098921","10.1530/joe-16-0661",21
"10.1101/125641","10.1084/jem.20162014",21
"10.1101/017285","10.1186/s12870-017-1069-4",21
"10.1101/025353","10.1093/sysbio/syx030",21
"10.1101/026732","10.1086/691470",21
"10.1101/028993","10.1371/journal.pcbi.1005100",21
"10.1101/031872","10.1186/s12862-016-0864-0",21
"10.1101/035246","10.1016/j.tpb.2016.11.001",21
"10.1101/043976","10.1007/s00285-017-1107-8",21
"10.1101/044107","10.1038/s41588-017-0006-7",21
"10.1101/045559","10.3389/fnbot.2017.00022",21
"10.1101/046151","10.1371/journal.pcbi.1005813",21
"10.1101/047696","10.1111/ecog.02893",21
"10.1101/049593","10.1086/693387",21
"10.1101/055335","10.1037/com0000071",21
"10.1101/056770","10.1038/onc.2016.398",21
"10.1101/057232","10.1016/j.visres.2017.01.005",21
"10.1101/057851","10.1055/s-0037-1603985",21
"10.1101/059188","10.1038/nrn.2016.165",21
"10.1101/059519","10.1002/acn3.374",21
"10.1101/061754","10.1037/com0000072",21
"10.1101/062877","10.1016/j.cell.2017.02.030",21
"10.1101/064089","10.1016/j.physd.2017.05.003",21
"10.1101/064477","10.1016/j.jtbi.2017.01.010",21
"10.1101/065334","10.1093/molbev/msw241",21
"10.1101/065961","10.1016/j.neuroimage.2016.11.060",21
"10.1101/066456","10.1073/pnas.1701606114",21
"10.1101/068502","10.1039/c6cp07057d",21
"10.1101/068965","10.1073/pnas.1609244114",21
"10.1101/069203","10.1016/j.jtbi.2017.02.003",21
"10.1101/070011","10.1093/gbe/evx192",21
"10.1101/070391","10.1111/1462-2920.13661",21
"10.1101/071753","10.1371/journal.pntd.0005464",21
"10.1101/071969","10.1371/journal.ppat.1006170",21
"10.1101/071977","10.1007/s11571-017-9431-7",21
"10.1101/073270","10.1111/aor.12887",21
"10.1101/073981","10.1088/1478-3975/aa64a7",21
"10.1101/074583","10.1186/s12862-017-0973-4",21
"10.1101/074724","10.1038/s41525-017-0011-x",21
"10.1101/075028","10.1073/pnas.1614020114",21
"10.1101/075192","10.1637/11543-112816-reg.1",21
"10.1101/075523","10.1038/ng.3855",21
"10.1101/075853","10.1016/j.neuroimage.2016.11.013",21
"10.1101/077214","10.3389/fgene.2017.00186",21
"10.1101/077313","10.1016/j.virusres.2016.12.004",21
"10.1101/077586","10.1073/pnas.1612551114",21
"10.1101/078188","10.1371/journal.pgen.1006668",21
"10.1101/078964","10.1016/j.brs.2017.04.126",21
"10.1101/079707","10.1093/ije/dyx208",21
"10.1101/080416","10.1002/stem.2674",21
"10.1101/081307","10.1073/pnas.1609244114",21
"10.1101/082503","10.1016/j.jtbi.2017.03.025",21
"10.1101/083634","10.1126/science.aan3242",21
"10.1101/083972","10.1002/ece3.3045",21
"10.1101/085514","10.1063/1.4979795",21
"10.1101/085977","10.15252/embr.201744110",21
"10.1101/086389","10.1016/j.str.2017.09.009",21
"10.1101/087122","10.1128/iai.00094-17",21
"10.1101/088146","10.1038/nmeth.4300",21
"10.1101/088195","10.1016/j.envexpbot.2017.12.007",21
"10.1101/088377","10.1093/jhered/esx032",21
"10.1101/090316","10.1016/j.jtbi.2017.06.036",21
"10.1101/090514","10.1534/genetics.116.197541",21
"10.1101/091504","10.1242/dev.151910",21
"10.1101/091652","10.1093/gbe/evx192",21
"10.1101/091934","10.1016/j.jtbi.2017.04.008",21
"10.1101/092056","10.1093/molbev/msx141",21
"10.1101/093401","10.1073/pnas.1705882114",21
"10.1101/094888","10.1038/ng.3875",21
"10.1101/095935","10.3389/fnhum.2017.00220",21
"10.1101/096412","10.1371/journal.pcbi.1005588",21
"10.1101/096420","10.1073/pnas.1611855114",21
"10.1101/096636","10.1088/1751-8121/aa8e72",21
"10.1101/096925","10.1021/acs.jproteome.7b00092",21
"10.1101/097725","10.1103/physreve.96.013101",21
"10.1101/098921","10.1530/joe-17-0119",21
"10.1101/099119","10.1371/journal.pgen.1006881",21
"10.1101/099481","10.1007/s10453-017-9496-0",21
"10.1101/100685","10.1093/nar/gkx749",21
"10.1101/103184","10.1086/694413",21
"10.1101/104299","10.18632/aging.101225",21
"10.1101/105270","10.3389/fnagi.2017.00214",21
"10.1101/105361","10.1094/phyto-01-17-0023-fi",21
"10.1101/108043","10.1016/j.cell.2017.08.027",21
"10.1101/108209","10.15252/embr.201744140",21
"10.1101/109793","10.1007/s12041-017-0795-6",21
"10.1101/111526","10.3390/v9040083",21
"10.1101/112730","10.1016/j.ecolmodel.2017.02.011",21
"10.1101/113019","10.3389/fncir.2017.00035",21
"10.1101/115287","10.1016/j.fcr.2017.05.007",21
"10.1101/115568","10.1038/s41437-017-0005-6",21
"10.1101/115709","10.3389/fmicb.2017.01533",21
"10.1101/116301","10.1186/s12711-017-0369-3",21
"10.1101/116822","10.1083/jcb.201709056",21
"10.1101/117382","10.1126/science.aan6747",21
"10.1101/117390","10.1183/13993003.02265-2016",21
"10.1101/118307","10.1007/s10863-017-9704-1",21
"10.1101/118810","10.1038/s41588-017-0006-7",21
"10.1101/119446","10.1002/ecy.1934",21
"10.1101/119669","10.1073/pnas.1711203114",21
"10.1101/120493","10.1016/j.pbi.2017.04.015",21
"10.1101/120808","10.1534/genetics.117.199950",21
"10.1101/121145","10.1093/ije/dyx092",21
"10.1101/121608","10.1111/mec.14273",21
"10.1101/122200","10.1093/infdis/jix368",21
"10.1101/123687","10.1534/g3.117.040345",21
"10.1101/123745","10.1242/jeb.160721",21
"10.1101/124677","10.1002/hipo.22799",21
"10.1101/125369","10.1128/jcm.01569-17",21
"10.1101/127316","10.1038/s41559-017-0390-5",21
"10.1101/128793","10.1093/ntr/ntw283",21
"10.1101/129122","10.1093/jxb/erx250",21
"10.1101/131581","10.1093/nar/gkx660",21
"10.1101/131920","10.1371/journal.pgen.1007094",21
"10.1101/132910","10.1086/694903",21
"10.1101/133975","10.1534/g3.117.040063",21
"10.1101/135426","10.1038/gene.2017.11",21
"10.1101/137794","10.1091/mbc.e17-03-0183",21
"10.1101/138990","10.3389/fmicb.2017.01479",21
"10.1101/139576","10.1186/s13073-017-0481-6",21
"10.1101/139584","10.3390/metabo7020025",21
"10.1101/142810","10.1007/s00425-017-2720-x",21
"10.1101/142976","10.1016/j.bpj.2017.09.037",21
"10.1101/145185","10.1063/1.5002127",21
"10.1101/145623","10.1016/j.ydbio.2017.08.034",21
"10.1101/147819","10.1093/pcp/pcx119",21
"10.1101/148320","10.1128/jb.00148-17",21
"10.1101/149815","10.1142/s0217979217502447",21
"10.1101/151191","10.1091/mbc.e17-07-0460",21
"10.1101/152835","10.1093/hmg/ddx379",21
"10.1101/159111","10.1093/gigascience/gix101",21
"10.1101/162859","10.1158/0008-5472.can-17-0790",21
"10.1101/164657","10.1016/j.str.2017.10.008",21
"10.1101/165878","10.1186/s12859-017-1848-9",21
"10.1101/170175","10.1091/mbc.e17-07-0460",21
"10.1101/171280","10.1074/jbc.h117.790824",21
"10.1101/172866","10.1016/j.neuroimage.2017.09.004",21
"10.1101/175984","10.1093/femsyr/fox070",21
"10.1101/183251","10.1534/genetics.117.300262",21
"10.1101/185660","10.18632/oncotarget.23014",21
"10.1101/190405","10.14814/phy2.13509",21
"10.1101/191684","10.1016/j.cellsig.2017.09.015",21
"10.1101/195693","10.18632/genesandcancer.160",21
"10.1101/209213","10.1021/acs.biochem.7b01120",21
"10.1101/221739","10.1186/s12940-017-0326-1",21
"10.1101/224949","10.1162/jocn_a_01149",21
"10.1101/026153","10.12688/f1000research.11313.1",21
"10.1101/033506","10.7717/peerj.4036",21
"10.1101/052282","10.1038/srep40939",21
"10.1101/053116","10.1371/journal.pbio.2003250",21
"10.1101/063404","10.1038/s41598-017-15619-8",21
"10.1101/069567","10.7717/peerj.3075",21
"10.1101/070912","10.1038/s41598-017-06720-z",21
"10.1101/076430","10.1371/journal.pone.0172687",21
"10.1101/077891","10.1016/j.neuron.2017.07.025",21
"10.1101/077966","10.7554/elife.23061",21
"10.1101/078097","10.1523/jneurosci.0367-17.2017",21
"10.1101/079723","10.1098/rsos.170811",21
"10.1101/080325","10.1038/srep45162",21
"10.1101/080408","10.1016/j.celrep.2017.10.109",21
"10.1101/081687","10.1038/s41598-017-01866-2",21
"10.1101/081752","10.1523/eneuro.0176-17.2017",21
"10.1101/082602","10.7554/elife.25237",21
"10.1101/084731","10.1016/j.conb.2017.02.008",21
"10.1101/085027","10.1371/journal.pone.0175173",21
"10.1101/086074","10.1038/ncomms15606",21
"10.1101/086447","10.7554/elife.30191",21
"10.1101/086819","10.1126/sciadv.1700315",21
"10.1101/088898","10.1038/s41598-017-01111-w",21
"10.1101/090936","10.1371/journal.pone.0179239",21
"10.1101/092023","10.1101/cshperspect.a026245",21
"10.1101/092569","10.1016/j.neuron.2017.07.025",21
"10.1101/093633","10.1038/s41598-017-02820-y",21
"10.1101/098038","10.3390/biology6040042",21
"10.1101/102897","10.1523/jneurosci.0056-17.2017",21
"10.1101/105023","10.1038/s41598-017-03250-6",21
"10.1101/109132","10.1242/bio.021345",21
"10.1101/111245","10.1371/journal.pbio.2001492",21
"10.1101/114785","10.12688/f1000research.10490.1",21
"10.1101/114926","10.7554/elife.20437",21
"10.1101/116392","10.1111/ejn.13720",21
"10.1101/117168","10.1038/s41598-017-16785-5",21
"10.1101/118612","10.1038/s41598-017-06310-z",21
"10.1101/119222","10.12688/f1000research.10490.1",21
"10.1101/120519","10.7554/elife.32715",21
"10.1101/121780","10.7554/elife.28600",21
"10.1101/124396","10.1038/s41598-017-16181-z",21
"10.1101/128413","10.7717/peerj.3878",21
"10.1101/131425","10.7554/elife.24340",21
"10.1101/134882","10.1038/nature22493",21
"10.1101/135095","10.1038/s41598-017-14954-0",21
"10.1101/136879","10.1523/jneurosci.1788-16.2017",21
"10.1101/141960","10.1038/s41598-017-13475-0",21
"10.1101/142711","10.12688/f1000research.13586.1",21
"10.1101/145615","10.1371/journal.pone.0182520",21
"10.1101/150003","10.1038/s41598-017-15182-2",21
"10.1101/151126","10.1371/journal.pone.0180485",21
"10.1101/154864","10.7554/elife.28699",21
"10.1101/156190","10.1016/j.celrep.2017.10.109",21
"10.1101/156950","10.7554/elife.32715",21
"10.1101/157883","10.1371/journal.pone.0188357",21
"10.1101/167841","10.1038/s41598-017-15922-4",21
"10.1101/180539","10.1038/s41598-017-16439-6",21
"10.1101/184531","10.1016/j.neuron.2017.11.038",21
"10.1101/196436","10.1038/s41598-017-16439-6",21
"10.1101/207589","10.1371/journal.pone.0187039",21
"10.1101/034652","10.1534/g3.115.025585",20
"10.1101/063396","10.1038/srep31561",20
"10.1101/062521","10.1016/j.neuint.2016.10.011",20
"10.1101/091322","10.1371/journal.pcbi.1005350",20
"10.1101/145011","10.1080/15592324.2017.1346767",20
"10.1101/031013","10.1534/g3.115.024596",20
"10.1101/033043","10.1371/journal.pgen.1005774",20
"10.1101/059733","10.1038/sdata.2016.110",20
"10.1101/089805","10.1007/s11538-017-0332-z",20
"10.1101/102699","10.1016/j.nicl.2017.03.016",20
"10.1101/024182","10.1101/gr.203711.115",20
"10.1101/114884","10.1142/s0219720017500172",20
"10.1101/016311","10.7717/peerj.2406",20
"10.1101/021329","10.1177/0269881115626348",20
"10.1101/034868","10.1186/s12896-016-0281-x",20
"10.1101/029165","10.1111/2041-210x.12537",20
"10.1101/029421","10.1101/gr.202945.115",20
"10.1101/061184","10.1002/prot.25094",20
"10.1101/105833","10.1007/s11032-017-0703-z",20
"10.1101/042325","10.3732/ajb.1600103",20
"10.1101/091801","10.1371/journal.pcbi.1005659",20
"10.1101/036632","10.1109/jproc.2016.2577380",20
"10.1101/061663","10.1073/pnas.1613365113",20
"10.1101/029009","10.1186/s12918-016-0261-8",20
"10.1101/076620","10.1080/15384101.2017.1361068",20
"10.1101/101907","10.1038/s41598-017-07650-6",20
"10.1101/027797","10.1534/g3.115.023119",20
"10.1101/171108","10.3389/fgene.2017.00147",20
"10.1101/065441","10.1371/journal.pone.0164677",20
"10.1101/008656","10.1371/journal.pone.0156576",20
"10.1101/059055","10.1186/s12864-016-3195-z",20
"10.1101/120766","10.1038/s41467-017-00909-6",20
"10.1101/026435","10.1093/gbe/evw185",20
"10.1101/077396","10.3389/fncom.2017.00020",20
"10.1101/025833","10.1016/j.scitotenv.2015.10.042",20
"10.1101/041772","10.1101/gad.280578.116",20
"10.1101/032516","10.1261/rna.057273.116",20
"10.1101/098038","10.3390/biology7010001",20
"10.1101/045054","10.1038/srep30287",20
"10.1101/128454","10.1016/j.toxlet.2017.05.011",20
"10.1101/092874","10.1038/ng.3959",20
"10.1101/087833","10.1016/j.fsigen.2016.12.011",20
"10.1101/042333","10.1093/jxb/erw255",20
"10.1101/042010","10.1016/j.jtbi.2016.01.037",20
"10.1101/039404","10.1534/genetics.116.188102",20
"10.1101/061119","10.1016/j.pscychresns.2017.03.003",20
"10.1101/020321","10.1371/journal.pcbi.1004689",20
"10.1101/070755","10.1038/srep38863",20
"10.1101/119081","10.1523/jneurosci.1061-17.2017",20
"10.1101/079038","10.1371/journal.pone.0174253",20
"10.1101/156349","10.1038/nbt.3963",20
"10.1101/134007","10.7554/elife.27826",20
"10.1101/094920","10.1371/journal.pone.0177635",20
"10.1101/034447","10.1534/genetics.115.186114",20
"10.1101/067967","10.1007/s10522-016-9669-1",20
"10.1101/024810","10.1371/journal.pcbi.1004881",20
"10.1101/103143","10.1038/sdata.2017.59",20
"10.1101/133751","10.1016/j.neulet.2017.09.034",20
"10.1101/055483","10.1038/ncomms13766",20
"10.1101/050831","10.1098/rstb.2016.0001",20
"10.1101/131532","10.7554/elife.28158",20
"10.1101/143461","10.1371/journal.pone.0186072",20
"10.1101/083402","10.1038/s41598-017-00622-w",20
"10.1101/092817","10.12688/f1000research.11408.1",20
"10.1101/028472","10.12688/f1000research.8731.1",20
"10.1101/036004","10.7717/peerj.2452",20
"10.1101/030056","10.1111/evo.12978",20
"10.1101/094102","10.1016/j.cobeha.2016.06.003",20
"10.1101/070656","10.1016/j.virusres.2016.06.022",20
"10.1101/037069","10.1016/j.visres.2015.11.001",20
"10.1101/049452","10.1128/mbio.00809-16",20
"10.1101/068114","10.1371/journal.pone.0168023",20
"10.1101/147108","10.1186/s13073-017-0502-5",20
"10.1101/045443","10.1371/journal.pntd.0004816",20
"10.1101/059915","10.1016/j.ecocom.2017.04.003",20
"10.1101/114587","10.1111/2041-210x.12808",20
"10.1101/090894","10.1086/692542",20
"10.1101/048199","10.1016/j.jtbi.2016.08.023",20
"10.1101/041376","10.2112/jcoastres-d-16-00125.1",20
"10.1101/210286","10.1002/prot.25439",20
"10.1101/020594","10.1007/s10955-015-1431-6",20
"10.1101/118307","10.1007/s10863-017-9709-9",20
"10.1101/035014","10.1134/s1063776116060170",20
"10.1101/106567","10.7554/elife.25827",20
"10.1101/133736","10.1152/jn.00506.2017",20
"10.1101/180471","10.1126/science.aam9868",20
"10.1101/109009","10.1038/s41598-017-00961-8",20
"10.1101/097568","10.1083/jcb.201610093",20
"10.1101/103457","10.1038/s41598-017-02789-8",20
"10.1101/027730","10.1038/srep28003",20
"10.1101/047332","10.1103/physreve.93.062417",20
"10.1101/134718","10.1101/gr.224626.117",20
"10.1101/083014","10.1128/mcb.00085-17",20
"10.1101/002600","10.1371/journal.pgen.1005226",20
"10.1101/007849","10.1016/j.ympev.2015.09.019",20
"10.1101/015396","10.1038/ejhg.2015.224",20
"10.1101/016667","10.1111/evo.12930",20
"10.1101/019083","10.1104/pp.15.01935",20
"10.1101/019935","10.1002/ecs2.1250",20
"10.1101/021329","10.1177/0269881116628427",20
"10.1101/021402","10.1111/ecog.02156",20
"10.1101/021972","10.1534/genetics.115.184770",20
"10.1101/022996","10.1534/genetics.115.180182",20
"10.1101/023341","10.1073/pnas.1600616113",20
"10.1101/023457","10.1038/hdy.2016.32",20
"10.1101/023549","10.1534/g3.115.026690",20
"10.1101/023747","10.1371/journal.pntd.0004458",20
"10.1101/023846","10.1098/rsob.160287",20
"10.1101/024281","10.1073/pnas.1519092113",20
"10.1101/024513","10.1021/acs.jcim.6b00151",20
"10.1101/024653","10.3389/fncom.2016.00051",20
"10.1101/024745","10.1007/s40264-016-0402-4",20
"10.1101/025569","10.1214/16-sts548",20
"10.1101/026146","10.1534/genetics.116.188433",20
"10.1101/027185","10.1007/s12687-016-0261-9",20
"10.1101/027771","10.1038/ng.3527",20
"10.1101/028936","10.1371/journal.pcbi.1004943",20
"10.1101/029041","10.1093/nar/gkw161",20
"10.1101/029462","10.1098/rsif.2016.0363",20
"10.1101/029470","10.1016/j.jtbi.2015.10.004",20
"10.1101/029504","10.1093/ije/dyw279",20
"10.1101/030015","10.1093/treephys/tpx044",20
"10.1101/030056","10.1111/evo.12992",20
"10.1101/030288","10.1038/ng.3589",20
"10.1101/031831","10.1534/genetics.115.180596",20
"10.1101/032359","10.1371/journal.pcbi.1005224",20
"10.1101/032532","10.1093/database/baw149",20
"10.1101/032664","10.1111/evo.12906",20
"10.1101/032763","10.1073/pnas.1606226113",20
"10.1101/032805","10.1534/genetics.115.186247",20
"10.1101/032920","10.1371/journal.pgen.1006309",20
"10.1101/034157","10.3389/fmicb.2016.00084",20
"10.1101/034298","10.1098/rstb.2015.0241",20
"10.1101/034405","10.1007/s10021-016-0009-8",20
"10.1101/036368","10.1534/g3.115.026690",20
"10.1101/036582","10.1016/j.ajpath.2016.06.004",20
"10.1101/036780","10.1016/j.mib.2016.03.014",20
"10.1101/037069","10.1016/j.visres.2015.12.006",20
"10.1101/037333","10.1111/evo.12889",20
"10.1101/037960","10.1016/j.cels.2016.02.006",20
"10.1101/038497","10.1534/genetics.115.180513",20
"10.1101/038729","10.1534/genetics.115.180596",20
"10.1101/040097","10.1038/ismej.2016.183",20
"10.1101/040428","10.1126/science.aaf4770",20
"10.1101/041483","10.1093/eurheartj/ehw412",20
"10.1101/041822","10.1089/zeb.2016.29005.sch",20
"10.1101/041863","10.1186/s13059-016-1007-z",20
"10.1101/042424","10.1534/genetics.116.194613",20
"10.1101/042887","10.1186/s13062-016-0116-7",20
"10.1101/043349","10.1016/j.jtbi.2016.07.009",20
"10.1101/043869","10.1098/rstb.2015.0417",20
"10.1101/044396","10.1016/j.exer.2016.04.008",20
"10.1101/044743","10.1016/j.copbio.2016.03.007",20
"10.1101/044859","10.1016/j.earscirev.2016.06.005",20
"10.1101/044958","10.1534/g3.116.027615",20
"10.1101/046375","10.1083/jcb.201609086",20
"10.1101/046649","10.1016/j.mrfmmm.2016.10.001",20
"10.1101/046748","10.1534/genetics.116.195255",20
"10.1101/047621","10.1152/jn.00036.2016",20
"10.1101/047647","10.1093/nar/gkw538",20
