"ARTICLE_DOI","AUTHOR_PRODUCTIVITY"
"10.1016/j.heliyon.2017.e00445",7
"10.1093/bioinformatics/btx359",16
"10.1016/j.brainresbull.2016.07.014",11
"10.1093/bioinformatics/btw615",14
"10.1016/j.jneumeth.2015.10.007",336
"10.1186/s12862-017-0998-8",44
"10.1152/jn.00486.2016",16
"10.1038/ncomms6903",56
"10.1093/bioinformatics/btx077",11
"10.1007/s00425-017-2720-x",21
"10.1038/srep31066",6
"10.1534/g3.116.033241",18
"10.1038/gene.2014.59",14
"10.7554/elife.02409",2
"10.1186/s12881-015-0236-4",10
"10.1073/pnas.1615708114",21
"10.1371/journal.pgen.1006887",26
"10.1038/srep44445",16
"10.1016/j.neuroimage.2017.03.001",10
"10.1128/mbio.01654-17",40
"10.1126/scisignal.aal3395",10
"10.1093/nar/gkx1161",8
"10.1038/srep45162",38
"10.1101/gr.208041.116",46
"10.1016/j.neuron.2016.04.041",10
"10.1016/j.meegid.2017.01.019",66
"10.1016/j.eurpsy.2016.12.012",8
"10.1038/s41598-017-00188-7",11
"10.1371/journal.pone.0180174",3
"10.1038/ng.3967",29
"10.1371/journal.pcbi.1004731",58
"10.1038/srep39519",60
"10.1111/1365-2664.12883",12
"10.1371/journal.pone.0189214",30
"10.1093/gbe/evw175",10
"10.7554/elife.30640",28
"10.1016/j.biosystems.2017.04.006",15
"10.1098/rsos.170988",28
"10.1016/j.virusres.2016.12.004",69
"10.1038/ismej.2016.146",8
"10.1371/journal.pcbi.1005617",20
"10.1038/s41598-017-00071-5",4
"10.1098/rsos.171308",102
"10.1063/1.5001320",7
"10.1186/s12918-017-0423-3",16
"10.1186/s13326-017-0129-x",21
"10.1093/bioinformatics/btw356",74
"10.1371/journal.pone.0183018",12
"10.1371/journal.pgen.1006950",45
"10.1186/s12859-017-1479-1",12
"10.1186/s13059-017-1282-3",14
"10.1038/s41467-017-01875-9",48
"10.1093/bioinformatics/btu262",7
"10.12688/f1000research.9075.1",8
"10.3390/e19110584",22
"10.1371/journal.pone.0106541",18
"10.1111/cgf.12924",7
"10.7554/elife.19545",57
"10.1093/nar/gkx168",9
"10.1073/pnas.1620410114",9
"10.1038/ncomms15114",10
"10.1038/s41598-017-06995-2",23
"10.1038/s41562-017-0098",84
"10.1016/j.cmi.2017.04.027",19
"10.1074/jbc.m116.729194",4
"10.1186/s12864-017-4252-y",66
"10.1016/j.ajhg.2017.07.013",17
"10.1101/gr.209924.116",6
"10.3389/fncir.2015.00078",12
"10.1038/s41598-017-06810-y",22
"10.1073/pnas.1621356114",6
"10.1111/mec.14393",23
"10.1038/s41598-017-04662-0",44
"10.1073/pnas.1620608114",16
"10.1038/nn.4545",26
"10.7554/elife.09571",45
"10.1128/msphere.00158-17",3
"10.7554/elife.29834",18
"10.1016/j.neubiorev.2017.10.013",6
"10.7554/elife.20340",16
"10.1371/journal.pmed.1002083",10
"10.1016/j.jtbi.2017.04.017",68
"10.1016/j.neuroimage.2017.12.017",31
"10.1038/nature23449",13
"10.1038/ng.3987",10
"10.1534/genetics.117.300061",16
"10.1038/s41467-017-01316-7",12
"10.1093/biolinnean/blx125",246
"10.1371/journal.pgen.1006974",3
"10.1111/2041-210x.12851",30
"10.1016/j.devcel.2017.09.016",12
"10.1111/nph.14772",40
"10.14411/eje.2017.030",14
"10.1038/s41598-017-09744-7",90
"10.1534/genetics.117.300268",44
"10.1007/s00280-017-3500-9",54
"10.1016/j.tpb.2017.03.003",16
"10.1534/genetics.116.198796",44
"10.1021/acssynbio.7b00122",8
"10.1016/j.evolhumbehav.2017.12.004",62
"10.1038/s41588-017-0004-9",18
"10.1038/ng.3963",36
"10.1016/j.cub.2017.04.016",5
"10.1007/s10592-017-0929-7",7
"10.1111/acel.12621",12
"10.1016/j.jmb.2017.11.016",38
"10.1016/j.tpb.2015.08.002",10
"10.1128/mbio.01823-15",14
"10.1039/c6sm01436d",4
"10.1002/1878-0261.12084",52
"10.1016/j.jtbi.2017.01.010",52
"10.1007/s00294-017-0765-9",32
"10.1002/pmic.201700401",334
"10.1371/journal.pone.0180647",20
"10.7554/elife.22341",32
"10.1093/bioinformatics/btx194",5
"10.4103/ijmr.ijmr_410_15",42
"10.1073/pnas.1618934114",12
"10.1093/bioinformatics/btx475",58
"10.1016/j.neuroimage.2016.12.053",10
"10.1038/srep46528",15
"10.7554/elife.30668",20
"10.1534/genetics.116.188037",10
"10.1128/mbio.01503-17",24
"10.1186/s13059-017-1223-1",50
"10.1093/jhered/esx070",15
"10.1104/pp.17.00488",16
"10.1073/pnas.1702493114",40
"10.1111/oik.04751",28
"10.1152/physiolgenomics.00118.2015",2
"10.1007/s00248-017-1096-6",20
"10.1371/journal.pone.0130356",2
"10.1142/s0217979217502447",32
"10.1534/g3.115.021261",52
"10.1186/s12859-017-1847-x",120
"10.1002/pro.3274",14
"10.1016/j.yhbeh.2017.07.001",21
"10.1002/gepi.22032",53
"10.1016/j.neuroimage.2017.09.059",174
"10.1084/jem.20161955",4
"10.1002/ece3.3572",17
"10.1007/s00239-017-9820-x",13
"10.1016/j.jcf.2017.08.007",4
"10.1111/tpj.13781",36
"10.1105/tpc.16.00743",5
"10.1111/1462-2920.14031",29
"10.1111/rssb.12213",86
"10.1016/j.jtbi.2017.09.011",7
"10.1002/ece3.2831",18
"10.1098/rspb.2017.0778",5
"10.1098/rsif.2016.0373",28
"10.1093/molbev/msx305",33
"10.1074/jbc.m117.815340",30
"10.1093/bioinformatics/btw316",18
"10.1016/j.ympev.2017.08.011",67
"10.1038/srep21841",8
"10.1002/ece3.2730",14
"10.1534/genetics.115.185264",21
"10.1021/acs.jpcb.5b11153",5
"10.1016/j.neubiorev.2017.11.010",40
"10.1186/s13059-017-1296-x",96
"10.1093/molbev/msw254",6
"10.1038/s41551-017-0169-7",9
"10.1186/s12859-016-1230-3",46
"10.1371/journal.pone.0177517",8
"10.1186/s13059-016-1106-x",29
"10.1093/bioinformatics/btx345",5
"10.1371/journal.pone.0186753",34
"10.1016/j.ymeth.2015.05.020",10
"10.1016/j.bandl.2017.10.001",11
"10.1016/j.jtbi.2017.12.010",8
"10.1093/molbev/msx293",12
"10.1534/g3.115.024133",16
"10.1016/j.cortex.2017.11.022",204
"10.1016/j.ymben.2017.11.011",16
"10.1016/j.neubiorev.2017.09.011",86
"10.1186/s13059-016-1145-3",20
"10.1111/evo.13270",15
"10.1038/s41594-017-0001-9",6
"10.1098/rsif.2016.0408",17
"10.1371/journal.pgen.1007001",36
"10.1534/g3.115.023010",22
"10.1016/j.jtbi.2017.09.024",40
"10.1016/j.neuroscience.2017.12.004",15
"10.1016/j.scib.2017.05.017",11
"10.1534/genetics.117.300152",17
"10.1111/ejn.13597",22
"10.1111/mec.13645",18
"10.1007/s13253-017-0291-8",20
"10.1186/s13227-017-0078-6",8
"10.1242/dev.149500",6
"10.1371/journal.ppat.1006439",13
"10.1093/bioinformatics/btw277",4
"10.1038/s41467-017-01628-8",13
"10.1038/s41598-017-15480-9",18
"10.1016/j.neuroscience.2017.10.038",18
"10.1098/rspb.2017.0222",14
"10.1186/s13059-017-1289-9",70
"10.1038/ncomms15824",78
"10.1007/s00338-017-1583-8",68
"10.1111/gcb.13614",40
"10.7717/peerj.3503",22
"10.1371/journal.pone.0178320",3
"10.1111/ecog.02336",14
"10.1016/j.biocon.2017.07.001",14
"10.1261/rna.062687.117",8
"10.1002/art.40344",28
"10.1186/s13229-017-0143-y",28
"10.1371/journal.pone.0183273",12
"10.1073/pnas.1418652112",13
"10.7554/elife.32353",24
"10.7554/elife.23249",16
"10.1098/rspb.2016.2140",7
"10.1074/jbc.m116.762658",34
"10.1093/bioinformatics/btx557",11
"10.1371/journal.pone.0164518",12
"10.1111/gcb.13833",44
"10.1186/s13073-017-0464-7",14
"10.1080/15384101.2017.1383576",12
"10.1038/s41598-017-03295-7",8
"10.1002/gepi.21895",12
"10.1016/j.neuron.2016.07.036",22
"10.1016/j.neuroimage.2017.10.034",8
"10.3732/ajb.1700083",9
"10.1371/journal.pone.0166520",17
"10.1093/bioinformatics/btv649",46
"10.1534/g3.117.300292",16
"10.1016/j.neuroscience.2017.11.017",20
"10.7554/elife.22058",72
"10.1093/nar/gkx1165",39
"10.1073/pnas.1707687114",10
"10.1038/ng.3636",8
"10.1186/s12915-016-0311-0",5
"10.1038/s41598-017-09335-6",48
"10.1534/g3.116.034314",30
"10.1371/journal.pone.0184910",8
"10.7554/elife.08469",15
"10.1128/jcm.01569-17",94
"10.1371/journal.pone.0188900",5
"10.1128/mbio.00470-17",6
"10.7717/peerj.3707",10
"10.1073/pnas.1711114115",18
"10.1523/jneurosci.1683-14.2014",64
"10.1186/s13059-017-1331-y",27
"10.1093/bioinformatics/btx623",105
"10.1093/bioinformatics/btx360",13
"10.1016/j.jcp.2017.05.048",7
"10.1534/genetics.117.300406",11
"10.1038/s41598-017-04689-3",5
"10.1016/j.ydbio.2017.09.024",16
"10.1016/j.plantsci.2016.07.007",4
"10.1073/pnas.1711415114",12
"10.1016/j.cell.2017.08.017",5
"10.1371/journal.pone.0167470",26
"10.1186/2047-217x-3-22",62
"10.1016/j.cbpa.2017.09.001",16
"10.1111/nph.14815",99
"10.1093/molbev/msx126",24
"10.1083/jcb.201705190",4
"10.1093/jxb/erx256",9
"10.1093/molbev/msx302",44
"10.1093/gbe/evv230",12
"10.1371/journal.pone.0167994",16
"10.3389/fncir.2017.00059",6
"10.1038/s41559-017-0377-2",38
"10.1111/mec.14430",18
"10.1073/pnas.1601982113",56
"10.1016/j.ympev.2016.09.008",33
"10.1016/j.jsb.2017.03.007",5
"10.1038/mp.2017.18",9
"10.1093/bioinformatics/btv080",13
"10.1038/ng.3866",32
"10.1371/journal.pgen.1006122",16
"10.1016/j.jhep.2017.01.026",6
"10.1371/journal.pone.0116879",6
"10.1371/journal.pcbi.1005505",2
"10.3389/fninf.2016.00006",4
"10.1186/s12711-016-0186-0",36
"10.7554/elife.32073",26
"10.1016/j.bpj.2014.09.044",14
"10.1186/s13072-017-0162-0",13
"10.1186/1471-2164-15-966",24
"10.1016/j.dadm.2017.03.007",22
"10.1371/journal.pbio.1002592",11
"10.1371/journal.pgen.1005119",30
"10.1242/dev.147793",19
"10.1371/journal.pone.0128367",6
"10.1038/ismej.2017.187",17
"10.1093/jamia/ocx084",28
"10.18632/oncotarget.21732",4
"10.7717/peerj.3859",6
"10.1534/genetics.117.300460",2
"10.1152/jn.00880.2016",8
"10.1002/eap.1609",14
"10.1038/nmeth.4366",54
"10.1016/j.str.2016.09.008",12
"10.1038/ejhg.2016.207",28
"10.1091/mbc.e16-10-0727",5
"10.1371/journal.pone.0181843",12
"10.1083/jcb.201606126",7
"10.1534/genetics.115.177998",6
"10.1091/mbc.e16-06-0453",3
"10.1371/journal.pcbi.1005332",8
"10.1534/g3.117.300213",8
"10.7554/elife.24414",12
"10.1038/nature16966",7
"10.1038/gim.2015.161",17
"10.1126/science.aai7488",48
"10.7554/elife.25364",20
"10.18632/oncotarget.21507",66
"10.1098/rsos.160698",39
"10.1186/s12864-016-3287-9",6
"10.1093/bioinformatics/btv488",13
"10.1038/s41598-017-18009-2",18
"10.1093/database/baw015",11
"10.7554/elife.23061",12
"10.1111/desc.12579",12
"10.1186/s13756-017-0277-x",9
"10.1093/molbev/msv013",11
"10.1093/gbe/evw306",11
"10.1091/mbc.e16-09-0686",8
"10.1534/g3.117.300462",11
"10.1016/j.celrep.2017.01.020",7
"10.1038/nn.4602",5
"10.1007/s11306-015-0882-8",15
"10.1002/gcc.22511",90
"10.1523/jneurosci.3929-16.2017",22
"10.1016/j.indcrop.2017.08.059",4
"10.1016/j.neuroimage.2016.12.030",10
"10.1088/1741-2552/aa6c6f",145
"10.1093/molbev/msw040",14
"10.1093/bioinformatics/btv713",9
"10.1021/acschemneuro.7b00444",20
"10.1109/tbme.2016.2638545",19
"10.1093/annonc/mdx682",34
"10.1016/j.neubiorev.2017.01.045",12
"10.1038/ncomms10889",126
"10.1038/s41467-017-02425-z",5
"10.1093/nar/gkw1306",10
"10.1074/jbc.m117.811372",6
"10.1016/j.ygeno.2017.03.002",10
"10.1038/s41467-017-02424-0",6
"10.1111/mec.13906",5
"10.1016/j.celrep.2017.10.005",46
"10.1038/s41598-017-01036-4",28
"10.1038/s41598-017-17746-8",32
"10.1186/s12918-015-0191-x",2
"10.1111/eva.12476",16
"10.7554/elife.23612",3
"10.1093/nar/gkx204",32
"10.7554/elife.24340",22
"10.1186/s12985-017-0853-y",7
"10.1038/s41598-017-18119-x",42
"10.1038/s41467-017-01043-z",23
"10.1128/msystems.00051-17",30
"10.1038/s41598-017-04849-5",3
"10.1186/s13040-017-0129-5",20
"10.1093/sysbio/syu108",52
"10.1016/j.revpalbo.2016.07.001",26
"10.1016/j.ajhg.2015.09.007",552
"10.1016/j.meegid.2017.11.011",3
"10.1093/toxsci/kfv203",13
"10.1111/mec.14186",28
"10.1086/695439",3
"10.1007/s11120-017-0339-1",4
"10.1371/journal.pcbi.1005261",4
"10.1038/onc.2017.360",18
"10.1371/journal.pone.0091768",12
"10.1093/bib/bbw078",2
"10.1111/evo.13029",22
"10.1128/genomea.00157-17",6
"10.1093/bioinformatics/btx578",5
"10.1534/genetics.115.178509",7
"10.1534/genetics.114.168948",18
"10.1111/1365-2656.12708",18
"10.1111/mec.14426",8
"10.1371/journal.pone.0184405",5
"10.1002/acn3.369",66
"10.1016/j.cognition.2017.12.001",4
"10.1105/tpc.15.00538",8
"10.1093/bioinformatics/btx181",5
"10.1111/evo.13022",42
"10.1371/journal.pcbi.1005045",5
"10.1016/j.gene.2016.02.022",30
"10.7717/peerj.3049",20
"10.1128/aem.02114-16",6
"10.1111/gbb.12387",36
"10.1038/srep36879",4
"10.1016/j.bbapap.2016.03.015",5
"10.1007/s12035-014-8770-1",3
"10.1364/oe.25.002763",21
"10.1111/gtc.12189",3
"10.1186/s12896-016-0283-8",10
"10.1016/j.jneumeth.2017.06.008",42
"10.7554/elife.26990",24
"10.1016/j.cortex.2017.09.020",10
"10.7554/elife.24487.001",6
"10.1038/srep43054",32
"10.1038/s41598-017-10177-5",5
"10.1016/j.cub.2017.10.010",3
"10.1093/nar/gkx177",11
"10.1371/journal.pbio.2003213",6
"10.1093/dnares/dsx034",9
"10.1016/j.intell.2017.04.006",48
"10.1371/journal.pcbi.1005799",18
"10.1016/j.cortex.2017.01.013",18
"10.1016/j.neuropsychologia.2017.02.006",18
"10.1002/ece3.2594",8
"10.1038/nbt.4038",7
"10.1128/mbio.01549-17",7
"10.1371/journal.pcbi.1005384",24
"10.1016/j.jsb.2015.08.008",10
"10.1093/molbev/msu146",6
"10.1242/dev.150094",22
"10.1111/mec.14238",4
"10.1155/2017/5841814",30
"10.7554/elife.28034",4
"10.1371/journal.pone.0175309",8
"10.1093/mp/sst177",10
"10.1186/s12864-017-4316-z",56
"10.1186/s12915-014-0063-7",9
"10.1128/aem.02061-17",2
"10.1093/toxsci/kfv195",16
"10.1038/s41598-017-15895-4",9
"10.1007/s11032-017-0700-2",12
"10.1038/s41598-017-04093-x",4
"10.1002/ajpa.22985",34
"10.1186/s12859-017-1499-x",7
"10.1039/c7em00232g",16
"10.1073/pnas.1701738114",12
"10.1086/687392",11
"10.1093/molbev/msw166",3
"10.1093/nar/gkv1275",7
"10.7554/elife.31683",33
"10.1242/bio.029579",104
"10.1534/g3.116.034827",2
"10.1515/sagmb-2016-0016",4
"10.1534/g3.117.300121",10
"10.1038/mp.2015.225",204
"10.1186/s12864-017-4196-2",6
"10.1038/srep39719",20
"10.7554/elife.20552",10
"10.1371/journal.pntd.0004566",15
"10.1371/journal.pgen.1004845",19
"10.4137/bbi.s23619",8
"10.1093/nar/gkx680",4
"10.1073/pnas.1709207114",3
"10.3389/fmicb.2016.00215",18
"10.1126/science.aah5238",24
"10.1111/mec.13854",18
"10.1002/jobm.201600232",14
"10.1002/bit.25703",3
"10.1534/genetics.117.300221",4
"10.1016/j.neuroimage.2015.11.049",12
"10.1111/ecog.02869",30
"10.3389/fpls.2017.01555",5
"10.1038/srep42336",20
"10.1371/journal.pcbi.1004803",16
"10.1038/srep14629",30
"10.1039/c7sc04422d",4
"10.1073/pnas.1712962114",24
"10.1093/nar/gkw1356",8
"10.1073/pnas.1705304114",12
"10.7554/elife.25884.001",2
"10.1089/brain.2015.0405",9
"10.1186/1471-2164-15-1002",4
"10.1242/dev.143461",4
"10.1111/mec.13118",16
"10.1016/j.celrep.2017.10.096",10
"10.1002/gepi.22095",15
"10.1371/journal.pcbi.1004759",4
"10.1038/ismej.2017.91",10
"10.1093/biolinnean/blx130",7
"10.1038/ncomms16099",12
"10.1242/dev.153114",6
"10.1038/mp.2017.183",15
"10.1093/femsyr/fow046",3
"10.1016/j.bbamem.2015.12.014",8
"10.1590/0074-02760170225",9
"10.1038/s41598-017-14835-6",12
"10.1073/pnas.1703020114",2
"10.1152/jn.00638.2017",3
"10.1126/sciadv.1602878",4
"10.7717/peerj.1499",14
"10.1093/molbev/msx104",16
"10.1016/j.ympev.2016.12.041",3
"10.1089/zeb.2017.1504",2
"10.1371/journal.pone.0179180",14
"10.1093/nar/gkx314",9
"10.1073/pnas.1611734114",5
"10.1098/rspb.2016.2873",4
"10.1038/s41564-017-0054-x",2
"10.7554/elife.25157.001",7
"10.1002/cmdc.201700663",6
"10.1101/gr.211748.116",8
"10.7554/elife.06907",3
"10.1016/j.gene.2015.04.085",3
"10.1111/nph.14921",8
"10.1091/mbc.e16-12-0825",7
"10.1091/mbc.e16-08-0583",9
"10.1016/j.jclepro.2017.10.169",34
"10.3389/fninf.2015.00007",7
"10.7554/elife.28606",4
"10.1371/journal.ppat.1006574",3
"10.1162/jocn_a_01136",63
"10.1111/2041-210x.12789",19
"10.1371/journal.pone.0178821",4
"10.1261/rna.051557.115",2
"10.1186/s12864-017-3932-y",33
"10.1038/s41598-017-15793-9",24
"10.1016/j.neuroimage.2017.12.076",108
"10.1371/journal.pone.0173433",18
"10.1142/s0219720017500160",7
"10.1073/pnas.1609012114",11
"10.1371/journal.pbio.1002195",4
"10.1038/ismej.2016.160",6
"10.1093/bioinformatics/btw138",6
"10.1111/oik.03678",14
"10.1021/acssynbio.7b00255",16
"10.1162/neco_a_00915",7
"10.1093/sysbio/syv082",9
"10.1364/oe.25.013668",50
"10.1038/s41598-017-15310-y",14
"10.1093/molbev/msv007",5
"10.7554/elife.25496",8
"10.1016/j.bbrc.2017.11.183",2
"10.1371/journal.pbio.2001882",6
"10.1038/ng.3970",8
"10.1186/s13742-016-0140-7",22
"10.1126/science.aao0464",8
"10.1016/j.jneumeth.2017.10.015",16
"10.1038/ng.3761",42
"10.1371/journal.pone.0179731",142
"10.1523/jneurosci.1628-17.2017",6
"10.1038/s41598-017-12481-6",24
"10.1039/c7an00623c",12
"10.1038/s41588-017-0016-5",8
"10.1534/g3.116.028472",9
"10.1038/ncomms14077",4
"10.1093/infdis/jix592",6
"10.1093/glycob/cwx095",4
"10.1371/journal.pone.0127219",14
"10.1371/journal.pone.0138641",24
"10.1038/s41598-017-08830-0",6
"10.1371/journal.pone.0182141",2
"10.1371/journal.pone.0174126",5
"10.1016/j.tig.2016.08.004",16
"10.1534/g3.115.017558",1
"10.1093/gbe/evx030",6
"10.2983/035.034.0205",20
"10.1152/jn.00398.2017",9
"10.1152/jn.00340.2017",9
"10.1093/bioinformatics/btx046",20
"10.1038/s41467-017-00257-5",14
"10.1371/journal.pmed.1002376",6
"10.1016/j.bbrep.2016.04.007",3
"10.7717/peerj.4045",10
"10.1093/bioinformatics/btu860",3
"10.1093/bioinformatics/btx644",8
"10.7554/elife.26770",8
"10.1523/jneurosci.0610-17.2017",5
"10.7554/elife.12997",7
"10.1126/science.aag1322",5
"10.1016/j.meegid.2017.03.012",6
"10.1038/ncomms9758",2
"10.3389/fmicb.2017.02618",14
"10.1177/0962280216660128",12
"10.1177/0748730417731863",10
"10.1002/hipo.22680",2
"10.1371/journal.pcbi.1004498",6
"10.1534/genetics.117.201012",2
"10.1083/jcb.201610065",5
"10.1007/s00239-017-9783-y",7
"10.3389/fnsys.2016.00026",28
"10.1073/pnas.1704460114",4
"10.7554/elife.29929",6
"10.1016/j.psyneuen.2017.08.024",30
"10.1186/s12915-015-0191-8",2
"10.1098/rsif.2015.0233",2
"10.1128/msphere.00245-17",6
"10.7554/elife.21105.001",12
"10.1021/acssynbio.7b00163",5
"10.1016/j.jid.2016.12.007",11
"10.1242/jeb.167106",3
"10.1101/gr.207902.116",4
"10.1016/j.tpb.2015.06.001",4
"10.3389/fmicb.2017.02065",81
"10.1186/s12711-017-0361-y",6
"10.3389/fnhum.2017.00348",2
"10.1038/s41467-017-01000-w",14
"10.1371/journal.pcbi.1005124",18
"10.1093/molbev/msw030",3
"10.1371/journal.pone.0174744",57
"10.1007/s12041-015-0559-0",1
"10.1038/s41598-017-16134-6",16
"10.1186/s13068-017-0825-x",33
"10.1038/srep41917",9
"10.1371/journal.pbio.2001323",3
"10.7717/peerj.911",1
"10.1128/msphere.00393-17",3
"10.1083/jcb.201610070",3
"10.1016/j.bandc.2017.09.005",18
"10.1073/pnas.1619897114",7
"10.1038/s41598-017-00887-1",20
"10.1038/nmicrobiol.2015.5",5
"10.7717/peerj.3901",72
"10.1186/s13059-017-1342-8",5
"10.1016/j.gene.2015.05.020",5
"10.1073/pnas.1708671114",16
"10.1007/s11356-017-9240-x",8
"10.1063/1.4966688",4
"10.1016/j.bbrc.2017.03.031",6
"10.1534/genetics.116.195784",5
"10.1016/j.chemolab.2017.06.009",16
"10.1016/j.ijms.2017.08.014",6
"10.1534/genetics.115.178053",4
"10.1016/j.ymeth.2015.04.034",4
"10.1038/s41598-017-02569-4",5
"10.1073/pnas.1611861114",3
"10.1101/gad.292516.116",2
"10.1371/journal.pcbi.1005424",92
"10.1093/nar/gkx1252",9
"10.1016/j.bpj.2017.08.019",12
"10.1038/s41598-017-00256-y",5
"10.1016/j.celrep.2015.06.052",4
"10.1021/acs.biochem.7b01135",16
"10.1534/g3.116.037986",3
"10.1083/jcb.201511079",3
"10.1016/j.celrep.2015.03.009",1
"10.1002/psp4.12251",4
"10.1534/g3.117.1125",2
"10.1128/msphere.00030-17",3
"10.1016/j.jtbi.2015.06.044",8
"10.1093/nar/gkx010",12
"10.1038/srep12035",3
"10.7554/elife.05508.001",1
"10.1111/1462-2920.14037",6
"10.1186/s12864-016-3448-x",10
"10.1073/pnas.1711408114",3
"10.1093/molbev/msx301",3
"10.1016/j.cub.2017.05.006",4
"10.1371/journal.pone.0153208",6
"10.1038/srep46105",2
"10.1111/eva.12557",7
"10.1074/jbc.m117.785105",3
"10.1073/pnas.1706040114",2
"10.1038/s41598-017-16860-x",3
"10.1186/s12918-016-0324-x",6
"10.15252/msb.20156423",4
"10.7717/peerj.3577",14
"10.1111/1755-0998.12566",5
"10.1101/gr.215038.116",5
"10.1038/s41598-017-12672-1",3
"10.1534/genetics.117.300146",4
"10.1126/scisignal.aan4893",2
"10.1534/genetics.117.300312",3
"10.1016/j.neuroimage.2017.12.041",10
"10.1016/j.neuroimage.2017.06.072",16
"10.1142/s021972001740011x",5
"10.7554/elife.24570",5
"10.1371/journal.pcbi.1005593",10
"10.3389/fncir.2017.00081",8
"10.1038/s41598-017-16543-7",5
"10.1093/gbe/evx140",16
"10.3389/fnhum.2017.00552",4
"10.1038/ncomms12797",8
"10.1093/molbev/msx070",10
"10.12688/wellcomeopenres.12237.1",3
"10.1091/mbc.e17-02-0112",2
"10.1186/s12918-017-0435-z",6
"10.1093/gbe/evw206",9
"10.1007/s10120-015-0563-3",14
"10.1016/j.genrep.2016.01.001",3
"10.1111/pce.12702",1
"10.1093/bioinformatics/btw137",1
"10.1101/gr.211649.116",5
"10.1098/rsob.170104",18
"10.1038/s41562-017-0097",30
"10.1098/rsif.2017.0780",7
"10.1093/molbev/msx265",10
"10.1007/s00467-016-3513-3",7
"10.7717/peerj.2938",11
"10.1523/jneurosci.0098-17.2017",10
"10.1021/acssynbio.6b00017",1
"10.1007/s11032-017-0622-z",4
"10.1016/j.cub.2016.08.014",5
"10.1039/c7tx00209b",40
"10.3389/fimmu.2017.01815",4
"10.1111/eva.12434",12
"10.3390/v8120322",6
"10.1111/evo.13023",2
"10.1016/j.ympev.2016.02.013",2
"10.1093/bioinformatics/btx545",16
"10.1371/journal.pcbi.1005468",5
"10.1038/srep23635",10
"10.1038/srep20048",9
"10.1242/jeb.156430",5
"10.1038/srep38828",3
"10.1038/srep38648",8
"10.1038/srep37951",6
"10.1534/g3.117.300079",3
"10.1167/iovs.16-19541",13
"10.1038/srep36076",38
"10.1111/mec.14275",5
"10.1038/srep33101",4
"10.3390/sym8100104",1
"10.1111/gcb.13621",3
"10.1371/journal.pone.0155397",3
"10.1099/mgen.0.000066",2
"10.1073/pnas.1701136114",18
"10.1158/0008-5472.can-17-0344",24
"10.1016/j.tpb.2016.04.001",25
"10.7554/elife.20317",10
"10.1371/journal.pcbi.1005824",6
"10.1016/j.bpj.2017.06.015",4
"10.1111/ahg.12220",20
"10.1186/s12711-017-0287-4",3
"10.1093/bioinformatics/btx319",4
"10.1016/j.bbrc.2017.06.079",3
"10.1128/aem.01046-17",5
"10.3389/fncom.2016.00101",28
"10.1021/acs.jpcb.6b02242",2
"10.1242/dev.152827",3
"10.3389/fpls.2017.00334",2
"10.1038/s41598-017-13464-3",6
"10.1186/s12964-017-0207-9",3
"10.1534/g3.116.038075",6
"10.1371/journal.pgen.1006039",1
"10.1002/cne.24033",1
"10.1111/evo.12928",3
"10.1093/molbev/msw017",14
"10.1038/srep40939",3
"10.1371/journal.pone.0167351",2
"10.1111/brv.12236",7
"10.1128/mbio.00868-16",4
"10.1534/g3.116.030452",12
"10.1186/s12866-016-0825-1",1
"10.1080/15592294.2016.1159369",3
"10.3390/sym8090098",1
"10.2116/analsci.32.1231",1
"10.1038/s41598-017-06866-w",10
"10.15252/msb.20156297",26
"10.1016/j.cub.2017.10.009",4
"10.1093/gbe/evx197",2
"10.1371/journal.pone.0162511",3
"10.1371/journal.pone.0161882",1
"10.1128/msphere.00287-16",1
"10.1016/j.jtbi.2017.10.003",6
"10.1039/c7sm00182g",10
"10.1016/j.celrep.2017.09.063",2
"10.1038/s41467-017-02075-1",4
"10.1093/nar/gkx1168",16
"10.1534/g3.115.025650",1
"10.1016/j.devcel.2016.01.003",4
"10.1534/genetics.116.191205",1
"10.1371/journal.pone.0174738",3
"10.1186/s13059-017-1311-2",12
"10.15252/embj.201696386",8
"10.1128/msystems.00095-16",2
"10.1093/bioinformatics/btw405",1
"10.1093/bioinformatics/btw401",3
"10.1111/1365-2435.12672",9
"10.1186/s13059-016-0936-x",8
"10.15252/msb.20167137",2
"10.1073/pnas.1611073113",1
"10.1371/journal.pone.0184365",2
"10.1021/acs.jproteome.7b00338",4
"10.1073/pnas.1515798113",1
"10.1371/journal.pone.0161177",1
"10.1371/journal.pgen.1006815",2
"10.1093/nar/gkx442",2
"10.1016/j.bbrc.2017.07.104",7
"10.1534/genetics.116.188391",12
"10.1039/c6mb00262e",1
"10.1021/acschembio.6b00569",6
"10.1371/journal.ppat.1006503",8
"10.1016/j.stemcr.2017.06.018",18
"10.1002/bies.201600188",27
"10.1093/nar/gkx838",2
"10.1016/j.conb.2017.02.013",12
"10.1534/genetics.115.185009",3
"10.7554/elife.11407.001",2
"10.1371/journal.pone.0146947",5
"10.1093/gbe/evx150",8
"10.1016/j.jep.2016.09.041",1
"10.1534/genetics.115.183665",3
"10.1002/sta4.145",8
"10.1093/ije/dyx207",8
"10.1016/j.celrep.2017.11.002",10
"10.1007/s10827-017-0662-8",6
"10.1101/gr.205955.116",1
"10.1186/s40168-017-0265-7",5
"10.1534/genetics.116.191148",24
