"ARTICLE_DOI","AUTHOR_PRODUCTIVITY"
"10.1111/1755-0998.12713",143
"10.1111/1365-2656.12729",85
"10.1111/2041-210x.12563",12
"10.1162/jocn_a_01120",8
"10.1093/bioinformatics/btx673",35
"10.1083/jcb.201604048",21
"10.1093/molbev/msx307",148
"10.1002/prot.25402",76
"10.1523/eneuro.0220-17.2017",28
"10.1016/j.neubiorev.2017.11.016",36
"10.1128/jvi.01718-17",45
"10.1093/sysbio/syx063",164
"10.1016/j.tpb.2017.08.005",7
"10.1242/jcs.203802",12
"10.1016/j.conb.2017.07.006",8
"10.1242/dev.156521",62
"10.1126/science.aai8690",12
"10.1105/tpc.17.00020",5
"10.1371/journal.pntd.0004614",9
"10.1016/j.neuroimage.2017.12.057",31
"10.1093/cercor/bhx308",40
"10.1039/c7ra07434d",5
"10.1186/s13059-017-1364-2",34
"10.1080/15384101.2017.1404208",228
"10.1016/j.neuroimage.2017.12.003",164
"10.1093/jhered/esx055",5
"10.1093/hmg/ddx432",12
"10.1016/j.chembiol.2017.10.008",23
"10.1093/bioinformatics/btw826",32
"10.7554/elife.29425",18
"10.1016/j.coisb.2017.07.006",16
"10.1093/bioinformatics/btx577",12
"10.1016/j.bpj.2017.06.010",3
"10.3389/fnbeh.2017.00153",80
"10.7717/peerj.622",2
"10.1007/s11075-017-0305-1",8
"10.1111/1462-2920.13896",22
"10.1242/jcs.201905",15
"10.1186/s12859-017-1815-5",4
"10.1107/s2059798317000031",10
"10.1091/mbc.e17-04-0231",26
"10.1093/nar/gkx194",15
"10.1091/mbc.e17-01-0069",56
"10.1371/journal.pgen.1006583",12
"10.1088/1741-2552/aa8b27",40
"10.1534/genetics.116.190785",24
"10.1371/journal.pone.0174253",13
"10.1093/sysbio/syx077",78
"10.1371/journal.pone.0156841",12
"10.1038/s41598-017-07356-9",12
"10.1016/j.biopsych.2017.09.029",177
"10.7150/jca.17176",14
"10.1038/srep20109",10
"10.1002/ece3.3198",48
"10.1016/j.cub.2017.10.011",10
"10.1371/journal.pone.0176347",29
"10.1021/acs.biochem.7b01181",13
"10.1093/nar/gkx1132",20
"10.1021/acs.biochem.7b00926",34
"10.1113/jp274915",21
"10.1016/j.biocon.2017.11.022",22
"10.1038/srep33340",51
"10.1111/gcb.13967",52
"10.1111/psyp.13005",50
"10.1016/j.jtbi.2017.03.025",7
"10.1038/ismej.2017.172",177
"10.1016/j.jtbi.2017.11.015",150
"10.12688/f1000research.8008.1",27
"10.1523/jneurosci.0962-17.2017",28
"10.1111/nph.14497",58
"10.3389/fncel.2017.00006",4
"10.1038/s41598-017-16284-7",33
"10.1093/bioinformatics/btw811",99
"10.1007/s10522-016-9669-1",7
"10.1111/apa.14181",20
"10.1371/journal.pcbi.1005868",30
"10.1371/journal.pone.0108388",1
"10.1371/journal.pgen.1007068",8
"10.1038/s41598-017-07163-2",108
"10.1371/journal.pgen.1006890",40
"10.1038/s41598-017-09250-w",301
"10.1093/jmcb/mjx054",4
"10.1038/nmeth.4436",51
"10.1016/j.jchemneu.2017.07.002",8
"10.1523/jneurosci.1432-17.2017",11
"10.1093/bib/bbw092",26
"10.1371/journal.pgen.1006868",15
"10.1016/j.meegid.2017.01.010",5
"10.1016/j.neuroimage.2017.05.015",104
"10.1093/sysbio/syx075",10
"10.1016/j.tube.2017.11.007",14
"10.1155/2015/390591",6
"10.1094/mpmi-07-17-0156-r",56
"10.15252/embj.201593071",10
"10.1016/j.bpj.2016.04.035",4
"10.1038/s41598-017-10993-9",16
"10.3897/dez.62.9000",4
"10.1534/genetics.117.300191",53
"10.7717/peerj.4036",11
"10.1534/genetics.116.196774",60
"10.3389/fnhum.2017.00474",27
"10.1016/j.jtbi.2017.06.036",36
"10.1016/j.bpj.2017.06.058",42
"10.1007/s11306-017-1241-8",28
"10.1371/journal.pgen.1006859",4
"10.12688/f1000research.12012.2",7
"10.1534/genetics.115.185298",3
"10.1534/genetics.114.172890",1
"10.1088/1751-8121/aa89a2",7
"10.1038/srep43780",24
"10.1371/journal.pone.0144773",5
"10.1016/j.jcmgh.2017.11.013",14
"10.1038/s41437-017-0005-6",3
"10.1371/journal.pone.0163063",7
"10.1098/rspb.2015.2292",1
"10.1155/2015/612194",1
"10.1016/j.ecolmodel.2017.02.011",6
"10.1007/s10482-017-0951-2",12
"10.1371/journal.pgen.1006937",6
"10.7554/elife.32032",108
"10.1091/mbc.e16-07-0555",5
"10.1016/j.tpb.2015.04.006",1
"10.1016/j.jmgm.2016.08.008",7
"10.1016/j.neuroimage.2017.05.065",9
"10.1111/zoj.12324",2
"10.1016/j.coisb.2017.10.004",9
"10.1371/journal.pone.0150465",6
"10.1186/s12896-015-0160-x",1
"10.1021/acs.jproteome.6b00875",26
"10.1093/gigascience/gix101",7
"10.3389/fnsys.2016.00088",8
"10.1016/j.nlm.2017.09.009",24
"10.7554/elife.22784",18
"10.3109/19401736.2015.1033696",8
"10.1016/j.biosystems.2017.09.006",10
"10.1177/1176934317713004",3
"10.1038/srep31582",17
"10.1371/journal.pone.0164888",1
"10.1186/s12936-016-1531-z",1
"10.1371/journal.pone.0168004",1
"10.1101/gr.209247.116",1
"10.1007/s00251-017-0977-7",56
"10.1016/j.ydbio.2017.08.030",24
"10.1016/j.ydbio.2017.04.012",12
"10.1016/j.marpolbul.2016.10.043",4
"10.1038/s41598-017-17159-7",10
"10.3389/fncom.2016.00140",4
"10.1098/rspb.2016.1602",2
"10.1016/j.neuroimage.2017.05.030",2
"10.1504/ijcbdd.2017.085404",3
"10.1103/physreve.94.012804",1
"10.1177/1176934317699855",7
"10.1073/pnas.1701952114",6
"10.1038/s41562-017-0223-1",5
"10.1016/j.gdata.2016.05.012",4
"10.1073/pnas.1701354114",14
"10.1371/journal.pone.0172970",2
"10.7554/elife.29742",4
"10.1038/s41598-017-17986-8",208
"10.1242/bio.024869",2
"10.1093/molbev/msx086",3
"10.1074/jbc.m117.815910",1
"10.1128/genomea.01172-17",1
"10.1093/bioinformatics/btx408",4
"10.1016/j.gene.2017.06.008",2
"10.1128/mbio.00511-17",1
"10.1177/1176935117702389",1
"10.1021/acssynbio.7b00124",1
"10.1371/journal.pgen.1006543",1
"10.1371/journal.pbio.2000931",1
"10.1371/journal.pone.0181695",1
"10.1016/j.mehy.2017.03.027",1
"10.12688/f1000research.11369.1",4
"10.1371/journal.pone.0188357",4
"10.1016/j.jtbi.2016.12.025",1
"10.1016/j.heliyon.2017.e00442",1
"10.1038/srep40848",1
"10.1371/journal.pcbi.1005405",1
"10.1073/pnas.1705689114",1
"10.1093/gigascience/gix102",1
"10.1115/1.4037948",1
"10.1101/gr.217463.116",4
"10.1371/journal.pone.0183151",1
"10.1016/j.jtbi.2017.05.030",1
"10.4103/ijmr.ijmr_1877_15",1
"10.1080/1747423x.2017.1331274",1
"10.18632/oncotarget.18981",3
"10.1038/s41598-017-16472-5",2
"10.1093/nar/gkx895",18
"10.1038/s41598-017-10586-6",1
"10.1038/s41598-017-06116-z",2
"10.1093/molbev/msw275",1
"10.1534/genetics.116.194811",2
"10.1371/journal.pcbi.1005668",4
"10.1080/23299460.2017.1407910",4
"10.1093/hmg/ddx421",4
"10.1128/jvi.01589-17",8
"10.1261/rna.062737.117",8
"10.1093/sysbio/syx061",9
"10.1016/j.ecss.2017.10.018",1
"10.1091/mbc.e17-06-0392",1
"10.1094/mpmi-07-17-0177-fi",1
"10.1016/j.fsigen.2014.08.017",592
"10.1371/journal.pgen.1004709",16
"10.1038/ncomms6149",115
"10.1371/journal.pone.0108490",915
"10.1371/journal.pone.0095213",34
"10.1093/gbe/evu173",124
"10.1098/rspb.2014.1794",88
"10.1007/s00439-014-1441-5",46
"10.1371/journal.pone.0087782",324
"10.1016/j.tig.2014.07.005",428
"10.1371/journal.pone.0093987",24
"10.1016/j.jmb.2014.06.002",255
"10.1534/genetics.114.165704",63
"10.1371/journal.pgen.1004822",59
"10.1093/hmg/ddu289",180
"10.3389/fgene.2014.00003",73
"10.1111/evo.12546",29
"10.1186/1471-2164-15-398",90
"10.3389/fmicb.2014.00549",25
"10.1387/ijdb.140088mr",35
"10.1021/sb400135t",75
"10.1093/molbev/msu121",63
"10.1111/1365-2745.12254",111
"10.1016/j.bpj.2014.10.053",79
"10.7554/elife.03058",177
"10.1371/journal.pgen.1004752",208
"10.1016/j.gde.2014.09.005",68
"10.1073/pnas.1315751111",141
"10.1016/j.jinsphys.2014.05.025",28
"10.1371/journal.pgen.1004824",831
"10.1126/science.1253823",27
"10.1093/bioinformatics/btu584",47
"10.1038/nn.3675",110
"10.1371/journal.pone.0096719",33
"10.1186/s13068-014-0134-6",230
"10.1371/journal.pcbi.1003814",330
"10.7554/elife.03703",952
"10.1038/ncomms6081",116
"10.1186/s13073-014-0089-z",178
"10.1111/1755-0998.12272",86
"10.1371/journal.pone.0106938",37
"10.1073/pnas.1404341111",72
"10.1371/journal.pgen.1004410",13
"10.1186/s13059-014-0503-2",328
"10.2144/000114043",2
"10.1038/nrg3723",26
"10.1371/journal.pone.0109646",23
"10.1016/j.bpj.2014.01.012",72
"10.1371/journal.pone.0129745",218
"10.1038/nbt.3349",228
"10.3389/fncir.2015.00038",38
"10.1186/s13227-015-0016-4",76
"10.1093/bioinformatics/btv624",66
"10.1016/j.baae.2015.07.004",104
"10.1186/s12915-015-0192-7",358
"10.1101/gr.187237.114",106
"10.1093/bioinformatics/btv565",126
"10.1186/s12864-015-1576-3",47
"10.1186/1471-2164-15-494",122
"10.1093/bioinformatics/btv514",266
"10.1016/j.fsigen.2015.05.002",77
"10.1371/journal.pcbi.1004151",138
"10.1093/bioinformatics/btv523",114
"10.1371/journal.pgen.1005403",38
"10.1371/journal.pcbi.1004631",13
"10.1371/journal.pbio.1002041",25
"10.1086/682048",192
"10.1104/pp.15.00187",102
"10.1038/ng.3391",1000
"10.1186/s13059-015-0787-x",248
"10.1038/srep12169",89
"10.1093/bioinformatics/btu786",300
"10.1039/c5ib00029g",399
"10.1111/2041-210x.12350",68
"10.1002/ajmg.b.32338",152
"10.3389/fnsys.2015.00033",192
"10.1186/s12864-015-2047-6",36
"10.1371/journal.pone.0142819",136
"10.1186/s12870-015-0566-6",72
"10.3389/fgene.2015.00345",14
"10.1016/j.celrep.2015.06.027",238
"10.1186/s12862-015-0484-0",80
"10.1073/pnas.1418631112",1263
"10.1038/sdata.2014.54",111
"10.1002/ajmg.b.32340",429
"10.1101/gr.183160.114",64
"10.1186/1471-2164-16-s7-s14",448
"10.1371/journal.pone.0139516",44
"10.1038/srep13032",37
"10.1038/srep08635",220
"10.1016/j.ympev.2015.04.027",82
"10.1038/ng.3202",756
"10.1111/ele.12449",28
"10.1111/nrm.12078",21
"10.1371/journal.pgen.1005223",195
"10.1371/journal.pcbi.1004648",131
"10.1371/journal.pgen.1005550",789
"10.1371/journal.pcbi.1004411",78
"10.1038/ncomms10195",48
"10.1016/j.gde.2015.10.004",50
"10.1016/j.neuroimage.2015.04.012",72
"10.1101/gr.190165.115",62
"10.1186/s13059-015-0763-5",23
"10.7554/elife.04599",182
"10.1093/bioinformatics/btv277",29
"10.1186/s12864-015-1648-4",39
"10.1021/sb500024b",350
"10.1038/srep16780",45
"10.1186/s12864-015-2085-0",58
"10.1126/science.aad5409",97
"10.1111/evo.12646",90
"10.1371/journal.pone.0124952",121
"10.1016/j.neuroimage.2015.03.067",121
"10.1186/s12864-015-1245-6",140
"10.1126/science.aad1329",3360
"10.7717/peerj.1165",336
"10.1371/journal.pcbi.1004491",176
"10.1093/molbev/msv143",32
"10.3389/fmicb.2015.01392",46
"10.1371/journal.pgen.1005225",98
"10.1038/ng.3192",5064
"10.1038/nmeth.3312",728
"10.1186/s12864-015-1860-2",126
"10.1038/nature15740",248
"10.1016/j.ajhg.2015.11.002",86
"10.1186/s13059-015-0642-0",129
"10.1098/rspb.2015.1405",47
"10.1371/journal.pone.0124009",36
"10.1098/rspb.2015.1498",21
"10.1371/journal.pcbi.1004549",213
"10.1038/nbt.3247",985
"10.7554/elife.06056",18
"10.1093/bioinformatics/btv646",69
"10.1371/journal.pone.0138989",46
"10.1038/ng.3196",122
"10.7554/elife.06980",132
"10.3389/fimmu.2015.00035",22
"10.1038/nbt.3238",54
"10.1534/genetics.115.174664",28
"10.1111/evo.12543",29
"10.3389/fpls.2015.00147",76
"10.1371/journal.pone.0131933",146
"10.1186/s12879-015-1318-9",116
"10.1371/journal.pone.0125337",183
"10.1371/journal.pcbi.1004684",60
"10.1093/bioinformatics/btv582",138
"10.1073/pnas.1417573112",120
"10.1186/s12864-015-1495-3",78
"10.1534/genetics.115.175075",146
"10.1186/s13073-015-0169-8",38
"10.1016/j.ajhg.2015.05.015",196
"10.1093/nar/gkv1262",126
"10.1093/bioinformatics/btv352",28
"10.1186/s13059-015-0764-4",97
"10.1101/gr.185488.114",42
"10.1371/journal.pone.0120873",234
"10.1101/gr.191494.115",38
"10.1039/c5ra10136k",35
"10.1093/nar/gkv693",528
"10.1111/mec.13137",14
"10.1534/genetics.115.174920",12
"10.1371/journal.pcbi.1004643",220
"10.1038/ng.3257",95
"10.1371/journal.pgen.1005278",44
"10.1186/s12864-015-1540-2",50
"10.1016/j.ibmb.2015.04.004",19
"10.1016/j.ajhg.2015.10.002",567
"10.1093/bioinformatics/btv074",77
"10.1038/srep09641",138
"10.1007/s13235-014-0108-0",11
"10.1371/journal.pcbi.1004080",471
"10.1111/oik.01719",268
"10.1371/journal.pgen.1005658",39
"10.1371/journal.pone.0117138",14
"10.1186/s13059-015-0786-y",148
"10.1086/682948",43
"10.7554/elife.05557",34
"10.1371/journal.pgen.1005266",22
"10.1021/acs.jcim.5b00078",35
"10.1093/bioinformatics/btu802",47
"10.1371/journal.pgen.1005197",21
"10.1111/evo.12583",26
"10.1371/journal.pone.0127231",182
"10.1371/journal.pcbi.1004416",224
"10.1073/pnas.1511220112",23
"10.1534/g3.114.016493",69
"10.1016/j.ajhg.2014.11.014",12
"10.1534/genetics.115.177170",14
"10.1093/gbe/evv180",29
"10.1371/journal.pone.0118765",8
"10.1098/rsif.2014.1067",156
"10.1534/genetics.115.178939",8
"10.1371/journal.pgen.1004975",36
"10.1371/journal.pone.0143417",44
"10.1371/journal.pone.0136487",29
"10.1093/nar/gku1392",188
"10.1371/journal.pcbi.1004651",22
"10.1002/bies.201500057",41
"10.1261/rna.046011.114",104
"10.1186/s13059-015-0777-z",65
"10.1093/bioinformatics/btv350",46
"10.1002/jez.b.22642",40
"10.1111/mec.13370",48
"10.1016/j.mib.2015.03.001",48
"10.1111/jeb.12586",83
"10.1016/j.celrep.2015.11.051",19
"10.1016/j.humimm.2015.09.016",32
"10.3732/ajb.1500360",21
"10.1242/dev.113902",13
"10.1371/journal.pcbi.1004353",56
"10.1021/acssynbio.5b00085",14
"10.1091/mbc.e15-02-0102",10
"10.1016/j.gde.2016.08.005",66
"10.1038/tp.2016.246",244
"10.1038/nrg.2016.138",102
"10.1534/g3.116.033829",78
"10.1101/gad.283416.116",250
"10.1038/ncomms13656",424
"10.1016/j.bpj.2016.10.033",50
"10.1371/journal.pcbi.1005286",50
"10.1016/j.bpj.2016.08.002",50
"10.7554/elife.20309",67
"10.1371/journal.ppat.1005538",104
"10.1074/mcp.m115.056481",543
"10.1093/nar/gkw765",409
"10.1093/bioinformatics/btw306",168
"10.1021/acs.jctc.5b01047",200
"10.1111/evo.12992",121
"10.7554/elife.18207",626
"10.1002/hbm.23210",104
"10.1371/journal.pgen.1006489",489
"10.1126/science.aad8411",489
"10.1016/j.gde.2016.09.004",100
"10.1093/sysbio/syw019",264
"10.7554/elife.20492",416
"10.1155/2016/1938292",321
"10.1016/j.neuroimage.2015.11.035",22
"10.1371/journal.pcbi.1004881",79
"10.1534/genetics.115.184648",35
"10.1523/jneurosci.1492-16.2016",675
"10.1098/rsos.160717",77
"10.1093/bioinformatics/btw212",426
"10.12688/f1000research.8705.1",609
"10.1093/bioinformatics/btv693",406
"10.1038/nmicrobiol.2016.162",177
"10.1016/j.jtbi.2016.05.023",228
"10.1038/ncomms13107",50
"10.1038/nrg.2016.127",408
"10.1038/srep25533",14
"10.1073/pnas.1612676113",118
"10.1093/gbe/evw286",79
"10.1534/genetics.115.185165",56
"10.1038/ncomms12463",126
"10.1016/j.ejca.2016.08.014",188
"10.7554/elife.20143",900
"10.3389/fncir.2016.00039",97
"10.1038/srep28103",406
"10.1534/g3.116.030239",59
"10.1038/srep30850",399
"10.1126/science.aaf7907",506
"10.1038/srep25671",126
"10.1186/s13059-016-0935-y",202
"10.1371/journal.pntd.0004695",228
"10.7554/elife.15983",200
"10.1007/s00439-016-1664-8",1356
"10.1186/s12862-016-0832-8",44
"10.1111/mec.12984",46
"10.1371/journal.pgen.1005947",708
"10.1523/jneurosci.0902-16.2016",39
"10.1371/journal.ppat.1005379",28
"10.1371/journal.pone.0168295",153
"10.1371/journal.pcbi.1005203",64
"10.3389/fnins.2016.00418",64
"10.1523/jneurosci.0518-16.2016",705
"10.1167/iovs.16-19316",528
"10.1101/gr.201624.115",46
"10.1186/s13073-016-0344-6",170
"10.1186/s12885-016-2091-x",456
"10.1038/ncomms13760",1836
"10.1534/genetics.115.184812",28
"10.1371/journal.pone.0149035",113
"10.1093/molbev/msw124",52
"10.1038/srep26580",19
"10.1016/j.devcel.2016.07.016",122
"10.1371/journal.pone.0165606",38
"10.1128/mbio.00976-16",3250
"10.3389/fgene.2016.00015",2560
"10.1038/srep36662",464
"10.7717/peerj.2726",25
"10.1021/acssynbio.5b00237",340
"10.1111/jeb.12777",123
"10.1038/srep39279",49
"10.1038/srep20332",25
"10.1186/s12859-016-0989-6",47
"10.1038/nmeth.4025",52
"10.1093/nar/gkw627",490
"10.1016/j.molcel.2016.02.012",220
"10.1371/journal.pcbi.1004912",57
"10.1016/j.neuroimage.2016.04.004",330
"10.7554/elife.17092",86
"10.1371/journal.pgen.1006171",58
"10.1038/srep28003",63
"10.1021/acssynbio.5b00179",47
"10.1038/ncomms13124",368
"10.1371/journal.pone.0152240",25
"10.1016/j.ympev.2016.03.010",33
"10.1137/140982337",19
"10.1073/pnas.1607601113",112
"10.1371/journal.pone.0147651",85
"10.1038/srep36158",40
"10.1111/jeb.12771",102
"10.1093/bioinformatics/btw377",260
"10.1038/sdata.2016.114",24
"10.1534/g3.115.023655",88
"10.1093/bioinformatics/btv707",141
"10.1534/g3.116.028308",96
"10.1093/gbe/evw219",636
"10.1016/j.jalz.2015.08.163",84
"10.1083/jcb.201604118",78
"10.1371/journal.pgen.1006435",44
"10.1186/s13059-016-0997-x",50
"10.1371/journal.pone.0157022",68
"10.1111/jeb.12778",43
"10.1186/s12859-016-1015-8",260
"10.1016/j.jebo.2015.08.017",8
"10.1371/journal.ppat.1005861",20
"10.1371/journal.pntd.0005055",34
"10.1042/bcj20160579",108
"10.1101/gr.197897.115",411
"10.1534/genetics.116.193474",100
"10.1186/s13059-016-1054-5",112
"10.1021/acs.jpcb.6b01579",97
"10.1093/molbev/msw195",22
"10.7554/elife.20777",65
"10.7554/elife.14472",51
"10.1016/j.ajhg.2015.12.017",203
"10.1038/ncomms12544",278
"10.3389/fmicb.2016.00679",48
"10.1038/nprot.2016.150",38
"10.1038/nmeth.4074",35
"10.1371/journal.pone.0166425",111
"10.1038/nature18961",134
"10.1093/bioinformatics/btw512",334
"10.1073/pnas.1604560113",112
"10.1093/jac/dkw221",242
"10.1534/g3.115.025841",62
"10.1111/evo.12910",46
"10.1098/rsob.160287",49
"10.1016/j.tpb.2016.05.003",44
"10.1111/evo.12952",39
"10.1371/journal.pone.0166416",46
"10.1186/s13059-016-0976-2",288
"10.1093/bioinformatics/btw214",45
"10.1016/j.bpc.2016.09.003",406
"10.1371/journal.pone.0164531",172
"10.1371/journal.pone.0148422",32
"10.1126/science.aaf7680",1322
"10.1371/journal.pcbi.1005025",304
"10.3389/fmars.2016.00065",50
"10.1038/ejhg.2015.224",328
"10.1111/phen.12127",20
"10.1186/s12864-016-2579-4",28
"10.1371/journal.pcbi.1004808",27
"10.1371/journal.pone.0161627",408
"10.1371/journal.pone.0157942",55
"10.1038/srep38366",98
"10.1038/srep20758",29
"10.1038/mp.2016.44",1821
"10.1186/s12864-016-2755-6",56
"10.1093/sysbio/syw001",112
"10.1371/journal.pntd.0005179",55
"10.1073/pnas.1519459113",37
"10.1016/j.ajhg.2016.05.013",345
"10.1073/pnas.1601212113",83
"10.1371/journal.pcbi.1005274",160
"10.1186/s13742-015-0107-0",120
"10.1038/nmicrobiol.2016.245",58
"10.1534/genetics.115.181073",47
"10.1371/journal.pone.0153344",56
"10.1038/ismej.2016.50",196
"10.1016/j.tpb.2016.05.002",18
"10.1093/molbev/msv331",90
"10.1091/mbc.e16-05-0313",18
"10.1099/mgen.0.000073",358
"10.1051/mmnp/201611507",39
"10.1016/j.celrep.2016.11.028",109
"10.1093/nar/gkw778",18
"10.7554/elife.10421",303
"10.1093/gbe/evw185",33
"10.1093/molbev/msw014",19
"10.1534/genetics.116.188912",42
"10.3389/fnins.2016.00426",188
"10.1016/j.bpj.2016.05.033",57
"10.1016/j.copbio.2016.03.007",45
"10.1093/molbev/msw046",798
"10.1091/mbc.e16-01-0063",112
"10.1007/s00427-016-0543-6",25
"10.1534/genetics.115.185181",142
"10.1098/rsos.160740",84
"10.1111/evo.13021",25
"10.7717/peerj.2209",25
"10.1534/genetics.115.183152",48
"10.1111/mec.13914",49
"10.1038/nmicrobiol.2016.126",670
"10.1016/j.celrep.2016.01.008",184
"10.1016/j.ecocom.2016.03.005",23
"10.1186/s40168-016-0203-0",190
"10.1242/dev.126375",18
"10.1073/pnas.1617258113",116
"10.7717/peerj.2098",28
"10.1016/j.ajhg.2015.02.013",276
"10.1038/ncomms13183",32
"10.7554/elife.18722",208
"10.1242/jcs.181891",20
"10.1167/16.11.4",41
"10.1093/bioinformatics/btw338",84
"10.1371/journal.pone.0160201",164
"10.1101/gr.201517.115",232
"10.1094/mpmi-08-16-0168-r",51
"10.1642/auk-16-19.1",33
"10.1371/journal.pbio.2000744",136
"10.1038/srep11917",58
"10.1038/ng.3710",37
"10.1186/s13059-016-1093-y",402
"10.1016/j.bpj.2015.12.039",58
"10.1021/acs.jctc.6b00532",134
"10.1038/ncomms12971",51
"10.1371/journal.pcbi.1005135",124
"10.1073/pnas.1613365113",132
"10.1186/s12859-016-1119-1",54
"10.1186/s12974-016-0594-7",15
"10.1371/journal.pone.0123326",34
"10.1098/rsbl.2016.0316",164
"10.1073/pnas.1603539113",80
"10.1186/s12864-016-2889-6",148
"10.1083/jcb.201605080",36
"10.1073/pnas.1611228113",58
"10.7717/peerj.2716",23
"10.1093/database/baw028",29
"10.1002/cyto.a.23030",244
"10.1371/journal.pgen.1006370",6
"10.1371/journal.pcbi.1004943",94
"10.1038/srep31532",49
"10.1371/journal.pgen.1005765",990
"10.1371/journal.pgen.1005738",186
"10.1534/g3.114.015073",7
"10.1016/j.bbamem.2015.12.017",23
"10.1534/genetics.116.186791",14
"10.1890/15-2026.1",67
"10.1128/msystems.00067-16",74
"10.7717/peerj.1718",19
"10.1111/evo.13038",53
"10.1038/ismej.2016.68",282
"10.1371/journal.pcbi.1005171",150
"10.1186/s12863-015-0290-0",106
"10.7554/elife.16393",50
"10.1186/s12862-016-0838-2",44
"10.1534/g3.116.030973",268
"10.1111/mec.13653",164
"10.1016/j.cels.2015.07.012",375
"10.1038/nmeth.4034",59
"10.1016/j.earscirev.2016.06.008",91
"10.4137/ebo.s39454",64
"10.3389/fmicb.2016.01663",54
"10.1016/j.nicl.2014.06.012",74
"10.1371/journal.pcbi.1005139",136
"10.1101/gr.204149.116",52
"10.1534/genetics.115.177931",44
"10.1101/gr.207878.116",153
"10.1016/j.quascirev.2016.02.017",27
"10.1534/genetics.116.192898",96
"10.1371/journal.pcbi.1004987",23
"10.1093/bioinformatics/btw372",27
"10.1016/j.bbagen.2016.07.007",77
"10.1534/g3.116.027060",207
"10.1101/gr.200501.115",72
"10.7554/elife.19669",13
"10.1016/j.neuron.2016.06.011",29
"10.1073/pnas.1611398113",252
"10.1016/j.neuron.2016.08.007",29
"10.1007/s00125-016-3908-5",61
"10.1534/genetics.115.179606",30
"10.1186/s13072-016-0100-6",62
"10.1016/j.tpb.2016.01.001",40
"10.1021/acschembio.6b00358",8
"10.1093/nar/gkw597",48
"10.1371/journal.pbio.2000465",29
"10.1104/pp.15.01845",22
"10.12688/f1000research.8918.1",53
"10.1073/pnas.1424184112",75
"10.1534/genetics.115.184598",80
"10.1134/s1063776116060170",13
"10.1111/mec.13813",39
"10.1534/g3.115.024307",14
"10.1002/hbm.23208",132
"10.1016/j.jphysparis.2017.02.005",48
"10.1534/genetics.115.180356",2
"10.1016/j.bpj.2016.08.015",38
"10.1093/molbev/msv148",7
"10.1186/s12864-016-2744-9",114
"10.7554/elife.20041",225
"10.1093/bioinformatics/btw109",52
"10.1371/journal.pone.0158857",13
"10.1038/ncomms9732",4
"10.1371/journal.pgen.1006439",35
"10.1093/molbev/msv234",30
"10.1038/srep33411",11
"10.1093/bioinformatics/btw018",70
"10.1093/bioinformatics/btw052",70
"10.1007/s11192-016-1952-z",2
"10.1038/srep23747",77
"10.1371/journal.pgen.1006063",20
"10.1534/genetics.115.184184",60
"10.1093/molbev/msv211",66
"10.1523/jneurosci.1886-16.2016",243
"10.1038/srep32185",75
"10.1534/g3.116.027615",18
"10.1093/hmg/ddw306",153
"10.1038/ncomms12838",224
"10.1186/s12864-016-3238-5",74
"10.1016/j.bpj.2015.11.013",25
"10.1016/j.cmet.2016.06.008",44
"10.1371/journal.pone.0151740",16
"10.1371/journal.pcbi.1004453",8
"10.1016/j.jtbi.2016.06.013",18
"10.1186/s13326-016-0067-z",39
"10.1534/g3.115.023788",43
"10.1016/j.gde.2016.08.004",43
"10.1016/j.gde.2013.10.005",2
"10.1111/1755-0998.12535",38
"10.1534/genetics.115.183244",30
"10.3732/ajb.1500078",27
"10.1002/pbc.26002",130
"10.1038/srep36730",31
"10.1186/s13059-016-0975-3",80
"10.1007/s10342-016-0946-y",48
"10.1093/bioinformatics/btw369",172
"10.1101/gr.207241.116",19
"10.7554/elife.17495",26
"10.1261/rna.056242.116",30
"10.1111/evo.13016",19
"10.1111/mec.13737",19
"10.1242/dev.139188",54
"10.1038/ng.3550",54
"10.1038/nmicrobiol.2016.144",33
"10.1073/pnas.1606226113",669
"10.1093/sysbio/syv055",42
"10.1186/s12864-015-2239-0",108
"10.1093/nar/gkw769",7
"10.1093/bioinformatics/btw035",56
"10.1128/mbio.00243-16",78
"10.1098/rsob.160272",20
"10.1155/2016/4034620",21
"10.1186/s12864-015-1514-4",38
"10.1098/rstb.2015.0528",54
"10.1038/srep38033",32
"10.1038/nprot.2016.141",45
"10.1186/s13072-016-0103-3",8
"10.7554/elife.12454",24
"10.7554/elife.18449",30
"10.1890/es14-00198.1",42
"10.1080/15384047.2016.1139240",33
"10.1016/j.anbehav.2015.10.032",72
"10.1111/evo.12892",14
"10.1093/nar/gkv1507",184
"10.1371/journal.pntd.0005198",5
"10.1371/journal.pone.0121802",123
"10.1186/s12864-016-3198-9",90
"10.1371/journal.pone.0165561",20
"10.7554/elife.16220",284
"10.1126/sciadv.1700553",2548
"10.1128/jb.00860-16",222
"10.1038/s41598-017-03073-5",178
"10.1186/s12864-017-3771-x",67
"10.1093/molbev/msw285",50
"10.1098/rsif.2016.0967",48
"10.1523/jneurosci.0569-17.2017",19
"10.1002/acn3.449",102
"10.1093/gbe/evx131",12
"10.1111/jav.01273",17
"10.1093/beheco/arx108",50
"10.1111/mec.14217",340
"10.1073/pnas.1703642114",120
"10.1016/j.jtbi.2017.03.030",22
"10.1086/689819",57
"10.1016/j.ajhg.2017.07.016",45
