"PREPRINT_DOI","ARTICLE_DOI","HAS_ALTMETRIC","ALT_SCORE","ALT_TWEETS","ALT_FEEDS","ALT_MSM","ALT_POLICIES","ALT_WIKIPEDIA","ALT_MENDELEY"
"10.1101/062661","10.1038/srep40094",TRUE,7.55,13,0,0,0,0,24
"10.1101/062091","10.12688/f1000research.9211.1",TRUE,2.75,7,0,0,0,0,2
"10.1101/039214","10.3389/fgene.2016.00210",TRUE,0.5,1,0,0,0,0,83
"10.1101/005363","10.1111/evo.12621",TRUE,31.982,30,2,0,0,0,47
"10.1101/068767","10.1073/pnas.1607674113",TRUE,65.8,21,0,7,0,0,117
"10.1101/014787","10.1073/pnas.1416533112",TRUE,24.5,14,1,1,0,0,462
"10.1101/129171","10.1523/eneuro.0154-17.2017",TRUE,12.1,19,0,0,0,0,20
"10.1101/059550","10.1186/s12859-016-1230-3",TRUE,30.43,39,1,0,1,0,160
"10.1101/050443","10.1016/j.humimm.2016.05.002",FALSE,0,0,0,0,0,0,0
"10.1101/061986","10.1083/jcb.201702188",TRUE,129.38,96,1,10,0,0,77
"10.1101/155432","10.1038/s41598-017-17114-6",TRUE,3,7,0,0,0,0,25
"10.1101/172775","10.3389/fmicb.2017.02481",TRUE,4.55,7,0,0,0,0,28
"10.1101/141705","10.3389/fpls.2017.01711",TRUE,6.3,8,0,0,0,0,14
"10.1101/127613","10.1038/nmeth.4403",TRUE,182.174,114,2,15,0,0,336
"10.1101/124867","10.7554/elife.27819",TRUE,7.55,12,0,0,0,0,33
"10.1101/111575","10.1098/rsos.170949",TRUE,52.85,90,0,0,0,0,57
"10.1101/043729","10.1098/rspb.2017.0722",TRUE,18.53,24,1,0,0,0,35
"10.1101/066738","10.1038/ncomms15824",TRUE,104.806,54,2,8,0,1,231
"10.1101/111781","10.7554/elife.26577",TRUE,19.1,36,0,0,0,0,35
"10.1101/018465","10.1186/s13059-015-0834-7",TRUE,59.45,60,0,3,0,0,228
"10.1101/020388","10.1186/s13073-015-0191-x",TRUE,21.688,29,1,0,0,0,66
"10.1101/041434","10.1371/journal.pgen.1006421",TRUE,49.912,76,1,0,0,0,179
"10.1101/049130","10.1126/science.aaf7613",TRUE,197.178,254,3,5,0,0,414
"10.1101/041327","10.1371/journal.pmed.1002055",TRUE,23.55,27,0,1,0,0,76
"10.1101/179333","10.1088/1478-3975/aaa277",TRUE,1,3,0,0,0,0,0
"10.1101/005231","10.1111/gtc.12190",TRUE,2.25,3,0,0,0,0,19
"10.1101/061770","10.1186/s12864-016-2877-x",TRUE,4.5,9,0,0,0,0,24
"10.1101/207381","10.18632/aging.101352",TRUE,1,2,0,0,0,0,10
"10.1101/189183","10.1093/nar/gkx870",TRUE,6.85,16,0,0,0,0,5746
"10.1101/171736","10.1016/j.phrs.2017.11.036",TRUE,0.5,1,0,0,0,0,17
"10.1101/155341","10.1063/1.4994561",TRUE,3.1,5,0,0,0,0,8
"10.1101/102806","10.15252/embj.201796585",TRUE,16.75,31,0,0,0,0,62
"10.1101/135384","10.1073/pnas.1707609114",TRUE,35.37,37,1,1,0,0,90
"10.1101/135814","10.1093/nar/gkx607",TRUE,5.75,12,0,0,0,0,84
"10.1101/141655","10.1261/rna.062208.117",TRUE,1,3,0,0,0,0,19
"10.1101/127274","10.1534/g3.117.1120",TRUE,2,6,0,0,0,0,8
"10.1101/100958","10.1186/s13059-017-1285-0",TRUE,25.4,43,0,0,0,0,76
"10.1101/128272","10.1016/j.ajhg.2017.07.013",TRUE,94.25,148,0,0,0,1,57
"10.1101/136101","10.1016/j.jmb.2017.06.016",TRUE,0.75,2,0,0,0,0,36
"10.1101/021733","10.1093/biostatistics/kxw044",TRUE,7.7,15,0,0,0,0,24
"10.1101/104547","10.1016/j.nicl.2017.04.027",TRUE,13.03,13,1,0,0,0,51
"10.1101/072512","10.7717/peerj.3241",TRUE,5.45,12,0,0,0,0,29
"10.1101/081612","10.1093/gbe/evw306",TRUE,23.55,47,0,0,0,0,48
"10.1101/066258","10.7717/peerj.3072",TRUE,35.8,18,0,2,0,0,42
"10.1101/070797","10.1016/j.ajhg.2017.03.004",TRUE,416.98,395,2,22,0,0,417
"10.1101/077636","10.1371/journal.pcbi.1005413",TRUE,23.05,40,0,0,0,0,80
"10.1101/019513","10.1038/ncomms9712",TRUE,20.6,41,0,0,0,0,117
"10.1101/035758","10.1016/j.molcel.2017.01.023",TRUE,125.908,126,4,4,0,0,1743
"10.1101/051086","10.1038/ncomms14221",TRUE,6.35,13,0,0,0,0,55
"10.1101/085985","10.1371/journal.ppat.1006194",TRUE,26.15,39,0,0,0,0,47
"10.1101/077529","10.1186/s12866-017-0939-0",FALSE,0,0,0,0,0,0,0
"10.1101/021519","10.1186/s12936-016-1531-z",TRUE,2.5,6,0,0,0,0,16
"10.1101/188458","10.1093/nar/gkx1252",TRUE,8.3,12,0,0,0,0,27
"10.1101/120360","10.1111/jeb.13234",TRUE,2.25,5,0,0,0,0,27
"10.1101/147611","10.1038/s41467-017-02416-0",TRUE,75.316,103,1,2,0,0,127
"10.1101/040717","10.1073/pnas.1601982113",TRUE,0.75,2,0,0,0,0,37
"10.1101/034462","10.7717/peerj.2098",TRUE,2,4,0,0,0,0,6
"10.1101/152942","10.1039/c7sm01396e",TRUE,4,8,0,0,0,0,16
"10.1101/143040","10.1186/s13059-017-1356-2",TRUE,2.75,6,0,0,0,0,25
"10.1101/150243","10.1016/j.cub.2017.10.061",TRUE,53.85,95,0,0,0,0,53
"10.1101/199802","10.3389/fmars.2017.00401",TRUE,16.55,27,0,0,0,0,27
"10.1101/063727","10.1093/nar/gkx574",TRUE,46.92,66,1,0,0,0,33
"10.1101/150037","10.1242/jcs.207423",TRUE,1,3,0,0,0,0,31
"10.1101/133454","10.3389/fnins.2017.00573",TRUE,2.75,9,0,0,0,0,23
"10.1101/086983","10.1016/j.brainres.2017.09.011",FALSE,0,0,0,0,0,0,0
"10.1101/028886","10.1038/nature17661",TRUE,163.508,203,1,6,0,0,381
"10.1101/051938","10.1093/nar/gkx267",TRUE,14.35,23,0,0,0,0,129
"10.1101/140830","10.1016/j.nicl.2017.08.003",TRUE,0.75,2,0,0,0,0,26
"10.1101/122374","10.1016/j.cels.2017.06.006",TRUE,12.1,21,0,0,0,0,27
"10.1101/117812","10.1371/journal.pbio.2001414",TRUE,400.096,502,4,6,0,2,155
"10.1101/081281","10.1186/s12870-017-1059-6",TRUE,4,8,0,0,0,0,47
"10.1101/013607","10.1534/genetics.115.178327",TRUE,4.7,8,0,0,0,0,69
"10.1101/030049","10.12688/f1000research.7485.1",TRUE,2.25,3,0,0,0,0,25
"10.1101/007237","10.7554/elife.05856",TRUE,30.8,54,0,0,0,0,205
"10.1101/011502","10.1101/gr.187237.114",TRUE,5.5,14,0,0,0,0,71
"10.1101/019117","10.1038/sdata.2015.23",TRUE,23.5,37,0,0,0,0,306
"10.1101/011593","10.1111/mec.13154",TRUE,10.65,17,0,0,0,0,184
"10.1101/064253","10.1128/mbio.01516-16",TRUE,8.35,19,0,0,0,0,60
"10.1101/060962","10.1016/j.molcel.2016.07.023",TRUE,22.4,47,0,0,0,0,135
"10.1101/067462","10.1371/journal.pgen.1006333",TRUE,7.5,12,0,0,0,0,38
"10.1101/039644","10.1371/journal.pone.0157894",TRUE,249.75,2,0,33,0,0,129
"10.1101/024562","10.1371/journal.pone.0153692",TRUE,5.95,11,0,0,0,0,34
"10.1101/100461","10.1093/nar/gkx853",TRUE,14.82,11,1,0,0,0,55
"10.1101/092304","10.1128/msystems.00063-17",TRUE,13.8,28,0,0,0,0,67
"10.1101/200824","10.1038/s41598-017-15938-w",TRUE,6.45,13,0,0,0,0,29
"10.1101/180539","10.1038/s41598-017-16093-y",TRUE,144.376,83,2,11,0,0,84
"10.1101/157040","10.1038/s41598-017-13712-6",TRUE,2,5,0,0,0,0,25
"10.1101/112433","10.1016/j.cortex.2017.09.020",TRUE,0.25,1,0,0,0,0,20
"10.1101/163410","10.1186/s12859-017-1787-5",TRUE,3,6,0,0,0,0,35
"10.1101/107078","10.1371/journal.pcbi.1005753",TRUE,13.8,30,0,0,0,0,34
"10.1101/047589","10.1038/nmicrobiol.2017.116",TRUE,9.95,17,0,0,0,0,47
"10.1101/034942","10.1016/j.bbapap.2016.03.015",TRUE,1.75,5,0,0,0,0,14
"10.1101/028043","10.1371/journal.pone.0148710",TRUE,4.85,7,0,0,0,0,9
"10.1101/141747","10.1534/g3.117.043679",TRUE,17.9,29,0,0,0,0,40
"10.1101/102533","10.1098/rsif.2017.0034",TRUE,1.5,5,0,0,0,0,17
"10.1101/087668","10.7554/elife.23629",TRUE,8.1,15,0,0,0,0,54
"10.1101/100867","10.1002/ece3.3065",TRUE,20.15,37,0,0,0,0,71
"10.1101/096172","10.1371/journal.pone.0175316",TRUE,0.5,1,0,0,0,0,7
"10.1101/050096","10.1371/journal.pgen.1006560",TRUE,37.65,47,0,1,0,0,90
"10.1101/015552","10.1038/nmeth.3444",TRUE,158.208,170,2,6,0,2,925
"10.1101/078782","10.1534/g3.116.036061",TRUE,4.5,2,0,0,0,1,22
"10.1101/039883","10.1111/1462-2920.13650",TRUE,3,7,0,0,0,0,56
"10.1101/035931","10.1038/nn.4450",TRUE,339.784,249,9,16,0,0,580
"10.1101/005728","10.1002/ajmg.b.32311",FALSE,0,0,0,0,0,0,0
"10.1101/056366","10.1104/pp.16.01030",TRUE,12.68,10,1,0,0,0,19
"10.1101/038505","10.1371/journal.pcbi.1005059",TRUE,58.2,37,0,5,0,0,41
"10.1101/124610","10.1093/sysbio/syx071",TRUE,36.45,63,0,0,0,0,91
"10.1101/185850","10.1088/1741-2552/aaa365",TRUE,12.25,1,0,1,0,0,51
"10.1101/009134","10.7717/peerj.642",TRUE,13.55,23,0,0,0,0,42
"10.1101/036665","10.1016/j.steroids.2016.06.005",TRUE,0.25,1,0,0,0,0,18
"10.1101/025452","10.7554/elife.15802",TRUE,14.9,28,0,0,0,0,59
"10.1101/035527","10.1093/molbev/msw039",TRUE,28.25,8,0,3,0,0,31
"10.1101/001008","10.15252/msb.20134955",TRUE,19.5,16,1,0,0,0,283
"10.1101/001255","10.1007/s10750-014-1870-0",TRUE,1.25,1,0,0,0,0,115
"10.1101/003459","10.1073/pnas.1404354111",TRUE,34.5,2,0,4,0,0,87
"10.1101/156844","10.7554/elife.28606",TRUE,1.75,3,0,0,0,0,65
"10.1101/159509","10.1007/s10482-017-0967-7",TRUE,4,10,0,0,0,0,23
"10.1101/091298","10.1016/j.cogpsych.2017.11.002",TRUE,3.6,7,0,0,0,0,58
"10.1101/032151","10.1099/mgen.0.000064",TRUE,8.2,15,0,0,0,0,23
"10.1101/101436","10.1016/j.cub.2017.09.056",TRUE,52.95,35,0,4,0,0,73
"10.1101/083691","10.7554/elife.26117",TRUE,136.25,48,0,13,0,0,37
"10.1101/042788","10.1098/rspb.2017.1562",TRUE,113.372,139,1,4,0,0,62
"10.1101/044156","10.1016/j.neuroimage.2016.04.021",TRUE,0.25,1,0,0,0,0,30
"10.1101/027805","10.2144/000114400",TRUE,0.25,1,0,0,0,0,25
"10.1101/144527","10.1111/jav.01273",TRUE,26.4,33,1,0,0,0,37
"10.1101/109132","10.1242/bio.025999",TRUE,2.5,5,0,0,0,0,7
"10.1101/062679","10.1242/dev.150037",TRUE,1.5,3,0,0,0,0,19
"10.1101/038380","10.1101/gr.214973.116",TRUE,10.4,20,0,0,0,0,35
"10.1101/091587","10.1371/journal.pcbi.1005452",TRUE,2.35,4,0,0,0,0,21
"10.1101/083444","10.1038/srep46528",TRUE,98.814,64,2,5,0,0,52
"10.1101/071910","10.7554/elife.20944",TRUE,70.35,11,2,7,0,0,65
"10.1101/082735","10.1098/rsif.2016.0993",TRUE,0.5,1,0,0,0,0,15
"10.1101/055798","10.1534/g3.116.038190",FALSE,0,0,0,0,0,0,0
"10.1101/017210","10.1016/j.cell.2015.12.015",TRUE,27.6,15,0,3,0,0,214
"10.1101/025015","10.1534/g3.115.023788",TRUE,0.5,1,0,0,0,0,16
"10.1101/054957","10.1016/j.tpb.2017.01.004",TRUE,1.85,3,0,0,0,0,26
"10.1101/055939","10.7554/elife.19145",TRUE,5.5,13,0,0,0,0,43
"10.1101/038224","10.1186/s13059-016-1118-6",TRUE,71.084,112,2,0,0,0,103
"10.1101/051268","10.3390/v8120322",TRUE,16.58,3,1,1,0,0,132
"10.1101/052571","10.1186/s13072-016-0078-0",TRUE,7.2,15,0,0,0,0,38
"10.1101/018127","10.4081/mr.2015.5972",TRUE,0.25,1,0,0,0,0,15
"10.1101/022061","10.1098/rsob.160009",TRUE,3,7,0,0,0,0,48
"10.1101/115832","10.1016/j.physa.2017.11.080",FALSE,0,0,0,0,0,0,0
"10.1101/198168","10.1126/scitranslmed.aan5325",TRUE,115.922,44,1,12,0,0,57
"10.1101/171769","10.1186/s13227-017-0081-y",TRUE,3.25,8,0,0,0,0,7
"10.1101/083071","10.1186/s12915-017-0427-x",TRUE,37.25,31,0,3,0,0,56
"10.1101/124123","10.1016/j.neuroimage.2017.08.081",TRUE,17.6,34,0,0,0,0,63
"10.1101/051110","10.1111/1755-0998.12714",TRUE,10.2,21,0,0,0,0,40
"10.1101/073957","10.1038/nature24265",TRUE,228.25,297,1,7,0,0,401
"10.1101/096347","10.1111/jpy.12573",TRUE,2.25,5,0,0,0,0,14
"10.1101/143131","10.1038/s41598-017-11516-2",TRUE,90.066,21,3,8,0,0,41
"10.1101/104117","10.1152/jn.00065.2017",TRUE,3.6,7,0,0,0,0,18
"10.1101/081174","10.3233/jad-170448",FALSE,0,0,0,0,0,0,0
"10.1101/072561","10.1371/journal.pcbi.1005688",TRUE,9.45,20,0,0,0,0,27
"10.1101/123141","10.1159/000479990",TRUE,1.75,5,0,0,0,0,18
"10.1101/101725","10.1371/journal.ppat.1006466",TRUE,13.45,26,0,0,0,0,37
"10.1101/101642","10.1017/s0033291717001519",TRUE,7.45,15,0,0,0,0,53
"10.1101/129528","10.1073/pnas.1706205114",TRUE,4.75,7,0,0,0,0,68
"10.1101/079152","10.1038/ncomms15180",TRUE,55.35,10,0,6,0,1,209
"10.1101/067090","10.1093/bioinformatics/btw512",TRUE,5.2,10,0,0,0,0,23
"10.1101/015685","10.1534/genetics.115.178574",TRUE,14.25,9,0,1,0,0,125
"10.1101/063784","10.1371/journal.pcbi.1005256",TRUE,5.05,9,0,0,0,0,38
"10.1101/064121","10.3389/fmicb.2016.01553",TRUE,6.05,10,0,0,0,0,47
"10.1101/045153","10.1186/s12864-016-2889-6",TRUE,3.5,7,0,0,0,0,88
"10.1101/188698","10.1016/j.cub.2017.11.069",TRUE,36.6,29,0,3,0,0,68
"10.1101/233510","10.1016/j.neuroimage.2017.12.043",TRUE,5.6,14,0,0,0,0,67
"10.1101/126771","10.7554/elife.27293",TRUE,159.48,260,1,0,0,0,79
"10.1101/044651","10.1111/1755-0998.12566",TRUE,20.25,35,0,0,0,0,212
"10.1101/052621","10.1073/pnas.1523335113",TRUE,3,7,0,0,0,0,32
"10.1101/029660","10.1038/srep29235",TRUE,47.3,49,0,2,0,0,35
"10.1101/015917","10.1101/gr.202440.115",TRUE,26.35,50,0,0,0,0,78
"10.1101/096198","10.1523/eneuro.0292-17.2017",TRUE,25.806,36,1,0,0,0,60
"10.1101/185827","10.1242/dev.156109",TRUE,9.684,6,1,0,0,0,15
"10.1101/160226","10.1111/jeb.13186",TRUE,9.5,17,0,0,0,0,33
"10.1101/158105","10.1016/j.ijpddr.2017.10.007",TRUE,12.5,22,0,0,0,0,33
"10.1101/156950","10.7554/elife.29878",TRUE,13.85,32,0,0,0,0,63
"10.1101/008706","10.1038/sdata.2014.54",TRUE,51.15,65,1,0,0,0,90
"10.1101/044891","10.1038/s41598-017-07191-y",TRUE,1.5,3,0,0,0,0,21
"10.1101/091884","10.1038/s41598-017-06786-9",TRUE,6,9,0,0,0,0,25
"10.1101/129288","10.1016/j.biopsych.2017.04.020",TRUE,6.95,17,0,0,0,0,51
"10.1101/084632","10.1038/s41598-017-01830-0",TRUE,0.75,3,0,0,0,0,50
"10.1101/051185","10.1186/s12864-017-3676-8",TRUE,6.3,10,0,0,0,0,65
"10.1101/088609","10.1098/rsos.161085",TRUE,4.2,6,0,0,0,0,3
"10.1101/018044","10.1534/g3.115.020701",TRUE,10.93,8,1,0,0,0,39
"10.1101/017426","10.1016/j.molliq.2015.08.054",FALSE,0,0,0,0,0,0,0
"10.1101/029462","10.1098/rsif.2016.0466",TRUE,5.35,12,0,0,0,0,65
"10.1101/084756","10.1371/journal.pcbi.1005319",TRUE,1.75,3,0,0,0,0,39
"10.1101/046995","10.1016/j.ajhg.2016.11.015",TRUE,2.6,6,0,0,0,0,31
"10.1101/067850","10.1038/srep41614",TRUE,20,3,0,2,0,0,9
"10.1101/014183","10.1371/journal.ppat.1004940",TRUE,14.55,25,0,0,0,0,44
"10.1101/044768","10.1038/ncomms13270",TRUE,153,87,1,13,0,0,97
"10.1101/044339","10.1093/nar/gkw715",TRUE,3.5,9,0,0,0,0,16
"10.1101/049163","10.1038/s41562-017-0195-1",TRUE,88.116,94,1,4,0,0,74
"10.1101/048330","10.1073/pnas.1519555113",TRUE,5.35,11,0,0,0,0,60
"10.1101/027326","10.1242/bio.015016",TRUE,14.53,16,1,0,0,0,80
"10.1101/027706","10.7717/peerj.1975",TRUE,41.05,12,1,3,0,1,67
"10.1101/165381","10.1128/mbio.01263-17",TRUE,18.18,26,1,0,0,0,15
"10.1101/128926","10.1534/g3.117.1133",TRUE,5,12,0,0,0,0,13
"10.1101/142752","10.1242/jcs.211656",TRUE,4.25,7,0,0,0,0,27
"10.1101/100685","10.1093/nar/gkx691",TRUE,4,10,0,0,0,0,69
"10.1101/030569","10.1371/journal.pcbi.1004780",TRUE,7.85,13,0,0,0,0,81
"10.1101/130914","10.1128/mbio.00939-17",TRUE,6.8,15,0,0,0,0,28
"10.1101/120063","10.1038/s41598-017-06945-y",TRUE,15.9,32,0,0,0,0,16
"10.1101/074310","10.1038/ng.3865",TRUE,96.88,176,1,0,0,0,402
"10.1101/112524","10.1126/science.aan0621",TRUE,228.55,107,1,21,0,0,123
"10.1101/116335","10.1261/rna.060814.117",TRUE,10.5,4,0,1,0,0,56
"10.1101/058537","10.1371/journal.pone.0178895",TRUE,1.25,1,0,0,0,0,21
"10.1101/041723","10.1111/acel.12588",TRUE,9.95,17,0,0,0,0,29
"10.1101/017608","10.1186/s13073-015-0196-5",TRUE,16.05,29,0,0,0,0,39
"10.1101/061952","10.1186/s12864-016-3451-2",TRUE,13.446,9,1,0,0,0,32
"10.1101/061549","10.1111/1365-2656.12598",TRUE,0.5,2,0,0,0,0,50
"10.1101/058545","10.3389/fncom.2016.00094",TRUE,200.63,257,5,0,0,1,1564
"10.1101/191478","10.1128/jvi.01703-17",TRUE,1.75,4,0,0,0,0,20
"10.1101/053181","10.1038/nmicrobiol.2016.144",TRUE,90.53,25,2,8,0,0,15
"10.1101/057364","10.1152/jn.00275.2016",TRUE,0.5,1,0,0,0,0,164
"10.1101/050708","10.1007/s00429-016-1255-4",TRUE,11.5,5,0,1,0,0,38
"10.1101/041137","10.1038/srep27891",FALSE,0,0,0,0,0,0,0
"10.1101/133215","10.15252/msb.20177728",TRUE,18.696,25,1,0,0,0,61
"10.1101/188003","10.1186/s12964-017-0207-9",TRUE,0.25,1,0,0,0,0,12
"10.1101/101535","10.1098/rsos.171308",TRUE,7.05,10,0,0,0,0,36
"10.1101/065730","10.1038/cti.2016.89",TRUE,0.5,1,0,0,0,0,15
"10.1101/084590","10.1371/journal.pone.0186969",TRUE,39.6,12,0,4,0,0,15
"10.1101/121608","10.1111/mec.14234",TRUE,10.95,18,0,0,0,0,58
"10.1101/119370","10.7554/elife.27725",TRUE,1389.188,1911,4,7,0,0,225
"10.1101/029405","10.1038/ncomms11061",TRUE,42.18,52,1,1,0,0,140
"10.1101/083113","10.1534/g3.117.300080",TRUE,9.7,14,0,0,0,1,25
"10.1101/116020","10.1111/mec.14186",TRUE,25.15,47,0,0,0,0,79
"10.1101/058412","10.1111/evo.13229",TRUE,8.35,17,0,0,0,0,31
"10.1101/068940","10.1186/s40425-017-0215-8",TRUE,21.85,22,0,1,0,0,192
"10.1101/067199","10.1126/science.aak9704",TRUE,20.308,26,1,0,0,0,144
"10.1101/005777","10.1186/s12862-015-0400-7",TRUE,23.054,15,2,0,0,2,19
"10.1101/033407","10.1038/ncomms13291",TRUE,12.7,28,0,0,0,0,66
"10.1101/040931","10.1371/journal.pcbi.1005156",TRUE,3.5,10,0,0,0,0,34
"10.1101/053082","10.1016/j.ijpara.2016.07.007",TRUE,2.25,7,0,0,0,0,27
"10.1101/039131","10.1186/s13059-016-1024-y",TRUE,10.25,19,0,0,0,0,67
"10.1101/024026","10.1093/molbev/msw030",TRUE,22.552,14,1,1,0,0,28
"10.1101/150250","10.7554/elife.29566",TRUE,64.296,5,1,7,0,0,17
"10.1101/163519","10.1186/s13072-017-0158-9",TRUE,6,13,0,0,0,0,32
"10.1101/087106","10.1261/rna.062000.117",TRUE,2.25,4,0,0,0,0,22
"10.1101/045013","10.1038/s41598-017-12166-0",TRUE,26.95,50,0,0,0,0,18
"10.1101/134007","10.7554/elife.27826",TRUE,5.8,9,0,0,0,0,27
"10.1101/086942","10.1093/molbev/msx091",TRUE,13.8,29,0,0,0,0,25
"10.1101/067926","10.1038/s41559-017-0109",TRUE,117.79,188,3,0,0,0,419
"10.1101/068122","10.1101/gr.214270.116",TRUE,40.55,72,0,0,0,0,338
"10.1101/057224","10.1093/molbev/msw296",TRUE,3,7,0,0,0,0,70
"10.1101/099317","10.1073/pnas.1700368114",TRUE,20.2,33,0,0,0,1,89
"10.1101/064832","10.7554/elife.20340",TRUE,9.5,18,0,0,0,0,70
"10.1101/023655","10.1111/jeb.12771",TRUE,4.2,8,0,0,0,0,21
"10.1101/007229","10.1093/gbe/evu255",TRUE,1.75,5,0,0,0,0,33
"10.1101/087197","10.1002/hbm.23517",TRUE,5.25,12,0,0,0,0,79
"10.1101/035683","10.1016/j.jstrokecerebrovasdis.2016.09.010",TRUE,52.25,2,0,7,0,0,15
"10.1101/067827","10.1083/jcb.201606081",TRUE,14.95,24,0,0,0,0,37
"10.1101/047266","10.1038/ncomms14061",TRUE,40.83,61,1,0,0,0,109
"10.1101/059014","10.1016/j.bbadis.2016.12.005",FALSE,0,0,0,0,0,0,0
"10.1101/043927","10.1002/cam4.953",TRUE,7,0,0,1,0,0,19
"10.1101/045567","10.1016/j.freeradbiomed.2016.08.006",TRUE,31.91,5,1,3,0,0,41
"10.1101/047324","10.1371/journal.pone.0165300",TRUE,0.25,1,0,0,0,0,46
"10.1101/034801","10.1111/gbi.12214",TRUE,8.83,5,1,0,0,0,30
"10.1101/047803","10.1038/srep34618",FALSE,0,0,0,0,0,0,0
"10.1101/007203","10.7554/elife.03401",TRUE,496.994,121,29,27,4,4,920
"10.1101/043844","10.1177/1176934317713004",TRUE,1.5,4,0,0,0,0,4
"10.1101/208298","10.3389/fnana.2017.00122",TRUE,1.75,3,0,0,0,0,9
"10.1101/061374","10.1093/gigascience/gix054",TRUE,8.95,14,0,0,0,0,12
"10.1101/145243","10.1111/evo.13409",TRUE,25,43,0,0,0,0,40
"10.1101/044693","10.1261/rna.057208.116",TRUE,3,4,0,0,0,0,30
"10.1101/014803","10.1093/nar/gkv1002",TRUE,17.2,11,1,0,0,6,211
"10.1101/046367","10.7554/elife.12102",TRUE,8.58,2,1,0,0,0,50
"10.1101/188425","10.7717/peerj.4034",TRUE,3.7,7,0,0,0,0,8
"10.1101/150102","10.1242/jeb.164848",TRUE,1,3,0,0,0,0,26
"10.1101/224956","10.3389/fnhum.2017.00420",TRUE,74.996,19,1,8,0,0,43
"10.1101/126987","10.1111/nph.14887",TRUE,44.56,55,2,0,0,0,61
"10.1101/107821","10.1093/bioinformatics/btx319",TRUE,8.15,15,0,0,0,0,22
"10.1101/155333","10.1016/j.cels.2017.09.011",TRUE,24.9,46,0,0,0,0,44
"10.1101/159475","10.1007/s10482-017-0939-y",TRUE,1.75,5,0,0,0,0,13
"10.1101/107557","10.1016/j.cub.2017.09.005",TRUE,12.25,25,0,0,0,0,98
"10.1101/032664","10.1111/evo.12892",TRUE,7.2,14,0,0,0,0,44
"10.1101/133702","10.1104/pp.17.00622",TRUE,18.33,19,1,0,0,0,49
"10.1101/040675","10.1093/molbev/msx089",TRUE,7.45,15,0,0,0,0,54
"10.1101/089763","10.1016/j.devcel.2017.07.002",TRUE,12.4,24,0,0,0,0,52
"10.1101/118612","10.1038/s41598-017-07052-8",TRUE,2.6,5,0,0,0,0,6
"10.1101/039479","10.1128/msphere.00132-16",TRUE,5.35,9,0,0,0,0,20
"10.1101/091355","10.1016/j.jsb.2017.02.009",FALSE,0,0,0,0,0,0,0
"10.1101/078964","10.1016/j.brs.2017.04.129",TRUE,18.85,20,0,1,0,0,62
"10.1101/115246","10.1111/nph.14619",TRUE,24.55,43,0,0,0,0,54
"10.1101/061705","10.1038/srep46578",TRUE,2.85,5,0,0,0,0,1
"10.1101/109819","10.1523/jneurosci.3486-16.2017",TRUE,70.926,30,2,5,0,0,101
"10.1101/031385","10.1186/s13059-016-0880-9",TRUE,27.88,29,1,0,0,2,231
"10.1101/020883","10.7554/elife.11386",TRUE,42.85,16,0,4,0,0,185
"10.1101/017749","10.1093/molbev/msv169",TRUE,8.35,17,0,0,0,0,60
"10.1101/083733","10.1007/s10548-017-0557-z",TRUE,0.25,1,0,0,0,0,18
"10.1101/077610","10.1126/science.aak9995",TRUE,42.214,35,2,1,0,0,194
"10.1101/033217","10.1038/ng.3737",TRUE,84.86,95,2,3,0,0,225
"10.1101/003335","10.1021/sb400206c",TRUE,8.5,4,1,0,0,0,171
"10.1101/042507","10.1371/journal.pone.0165799",TRUE,0.75,3,0,0,0,0,49
"10.1101/089185","10.1128/msphere.00003-17",TRUE,3.1,8,0,0,0,0,12
"10.1101/054148","10.1186/s13073-016-0344-6",TRUE,19.65,22,0,1,0,0,62
"10.1101/021626","10.1101/gr.196469.115",TRUE,68.998,92,2,0,0,1,417
"10.1101/039834","10.1097/mph.0000000000000553",FALSE,0,0,0,0,0,0,0
"10.1101/110593","10.1111/tpj.13781",TRUE,3,7,0,0,0,0,95
"10.1101/151282","10.3389/fmicb.2017.02618",TRUE,1,3,0,0,0,0,49
"10.1101/142489","10.7554/elife.28620",TRUE,12.45,22,0,0,0,0,71
"10.1101/132282","10.1128/msphere.00207-17",TRUE,1.75,5,0,0,0,0,15
"10.1101/087288","10.1152/jn.00340.2017",TRUE,1.5,3,0,0,0,0,19
"10.1101/161935","10.1155/2017/5284145",TRUE,0.5,2,0,0,0,0,8
"10.1101/002683","10.1098/rstb.2013.0252",TRUE,4,6,0,0,0,0,155
"10.1101/040196","10.1089/cmb.2015.0160",TRUE,4.8,10,0,0,0,0,35
"10.1101/030494","10.1371/journal.pgen.1005631",TRUE,17.95,36,0,0,0,0,87
"10.1101/104182","10.1111/acel.12659",TRUE,28.308,25,1,1,0,0,14
"10.1101/142224","10.1073/pnas.1701368114",TRUE,5.5,12,0,0,0,0,19
"10.1101/119941","10.1186/s12864-017-3905-1",TRUE,12.35,19,0,0,0,0,34
"10.1101/059444","10.1038/s41598-017-02685-1",TRUE,23.73,29,1,0,0,0,46
"10.1101/026112","10.1371/journal.pgen.1005546",TRUE,4.2,7,0,0,0,0,40
"10.1101/019562","10.1371/journal.pgen.1005650",TRUE,16.55,28,0,0,0,0,124
"10.1101/018721","10.1186/s13059-015-0785-z",TRUE,27.25,19,1,1,0,0,56
"10.1101/008409","10.1093/bioinformatics/btv209",TRUE,19.496,26,1,0,0,0,87
